transaction_id,customer_transaction_count_before,customer_avg_amount_before,customer_median_amount_before,customer_amount_std_before,customer_merchant_count_before,customer_device_count_before,customer_instrument_count_before,customer_txn_count_5m,customer_txn_count_30m,customer_txn_count_1h,customer_txn_count_24h,device_txn_count_5m,device_txn_count_1h,instrument_txn_count_5m,instrument_txn_count_1h,device_account_count_before,device_merchant_count_before,instrument_account_count_before,instrument_merchant_count_before,other_customer_device_count_before,other_customer_instrument_count_before,seconds_since_customer_last_transaction,seconds_since_device_last_transaction,seconds_since_instrument_last_transaction,amount_vs_customer_mean,amount_vs_customer_median,customer_amount_zscore,amount,log_amount,hour,day_of_week,is_weekend
txn_08961,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,10807.48,9.288086290200873,19,2,0
txn_07262,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,12233.14,9.411985683255098,19,2,0
txn_04257,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,8480.72,9.045668538407366,19,2,0
txn_09295,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1075.36,6.981340257255541,19,2,0
txn_05102,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,6858.94,8.833453974325996,20,2,0
txn_06186,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1437.49,7.271349231281656,20,2,0
txn_08147,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,2896.84,7.9717209108664795,21,2,0
txn_06181,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,8811.01,9.083870842737749,21,2,0
txn_06219,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,15324.39,9.637266209093978,22,2,0
txn_03089,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1.0,-1.0,23248.0,0.0,0.0,0.0,477.75,6.171178540494855,22,2,0
txn_03190,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,11962.03,9.389576339899934,22,2,0
txn_05786,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,270.02,5.602192618894568,22,2,0
txn_04473,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,109.43,4.7043818360590395,22,2,0
txn_08063,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1032.81,6.9410062857660355,22,2,0
txn_09961,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,16706.99,9.723642327101206,22,2,0
txn_03263,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,-1.0,67541.0,-1.0,0.0,0.0,0.0,19752.75,9.891098625723313,23,2,0
txn_06752,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1577.71,7.36436333684333,23,2,0
txn_07795,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5774.85,8.661440710706362,23,2,0
txn_05680,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,6188.8,8.730658054978951,23,2,0
txn_04618,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,2,0,-1.0,1190.0,-1.0,0.0,0.0,0.0,2612.57,7.868472381800413,23,2,0
txn_04791,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,298.36,5.70164686252578,23,2,0
txn_05261,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5133.27,8.543692950620903,23,2,0
txn_09237,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,3278.09,8.095321223860473,23,2,0
txn_03277,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,592.2,6.385531610263777,23,2,0
txn_05247,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1842.54,7.519442915296141,0,3,0
txn_00305,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,340.78,5.8341672552187624,2,3,0
txn_09288,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,-1.0,69552.0,-1.0,0.0,0.0,0.0,688.72,6.536285718131931,2,3,0
txn_04238,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,358.1,5.883600901232037,3,3,0
txn_03192,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1035.64,6.943739992701647,4,3,0
txn_09670,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,21930.07,9.995659631831328,4,3,0
txn_04264,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,3949.66,8.281637932545015,4,3,0
txn_03083,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,9114.67,9.117750189622578,5,3,0
txn_00081,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1609.72,7.384436562981113,5,3,0
txn_02520,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,7538.43,8.927901861327442,5,3,0
txn_07966,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,6321.26,8.751832018155781,5,3,0
txn_06711,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,8615.68,9.061455138656049,5,3,0
txn_09270,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,-1.0,3187.0,-1.0,0.0,0.0,0.0,1464.22,7.2897606808251485,6,3,0
txn_08004,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,981.31,6.889906940818357,6,3,0
txn_03602,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,30820.14,10.335956097158235,7,3,0
txn_05953,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,-1.0,41813.0,-1.0,0.0,0.0,0.0,6317.02,8.751161146915742,8,3,0
txn_01950,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,-1.0,72905.0,-1.0,0.0,0.0,0.0,113.13,4.737338149565509,8,3,0
txn_05381,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1.0,-1.0,98867.0,0.0,0.0,0.0,3956.04,8.283251550002515,9,3,0
txn_09903,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,861.91,6.7603103982754815,9,3,0
txn_06464,1,533.95,533.95,0.0,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0,1,0,88333.0,64680.0,-1.0,1766.64,1766.64,0.0,2300.59,7.741355467424285,10,3,0
txn_07750,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,324.79,5.786253002019782,10,3,0
txn_05782,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,14038.1,9.549601572961043,11,3,0
txn_09088,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,3277.31,8.095083324691998,12,3,0
txn_06663,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,2517.82,7.83154581687209,12,3,0
txn_04122,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1043.74,6.951523329614353,12,3,0
txn_04766,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,32488.01,10.38865715728477,13,3,0
txn_05287,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,7712.65,8.950746765688013,13,3,0
txn_09439,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,6633.46,8.800032556867954,13,3,0
txn_00269,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,905.49,6.809579998694456,14,3,0
txn_00578,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,928.66,6.8348189279046245,14,3,0
txn_03635,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,9210.59,9.128217752785535,14,3,0
txn_07298,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,-1.0,29507.0,-1.0,0.0,0.0,0.0,667.29,6.504722211065255,14,3,0
txn_02939,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,2342.24,7.7592898660404055,15,3,0
txn_03069,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,-1.0,102047.0,-1.0,0.0,0.0,0.0,2131.39,7.664998695385931,15,3,0
txn_07282,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,758.31,6.632410126157487,16,3,0
txn_07481,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,-1.0,45055.0,-1.0,0.0,0.0,0.0,376.96,5.9347883699144255,16,3,0
txn_09962,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,2709.51,7.904892088049794,16,3,0
txn_08774,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1198.38,7.089560035591211,16,3,0
txn_04729,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4855.81,8.488137122782973,17,3,0
txn_06944,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,512.11,6.240490247136292,18,3,0
txn_01296,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,435.78,6.079429635836626,18,3,0
txn_05353,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,573.74,6.353917764622856,18,3,0
txn_05416,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,-1.0,115255.0,-1.0,0.0,0.0,0.0,1035.53,6.943633875017035,18,3,0
txn_07003,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,14057.04,9.55094975308676,18,3,0
txn_06543,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,248.85,5.520860737790214,20,3,0
txn_04856,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,661.04,6.49532597707234,21,3,0
txn_08950,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,719.31,6.57968167490321,21,3,0
txn_08146,1,8811.01,8811.01,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,88335.0,-1.0,88335.0,-7489.35,-7489.35,0.0,1321.66,7.187400139401371,21,3,0
txn_06748,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,410.88,6.02073204478855,21,3,0
