transaction_id,split
txn_04076,train
txn_04944,train
txn_09633,train
txn_06584,train
txn_03399,train
txn_07373,train
txn_07655,train
txn_09063,train
txn_03466,train
txn_07586,train
txn_05943,train
txn_06991,train
txn_00288,train
txn_04633,train
txn_09883,train
txn_04522,train
txn_04404,train
txn_06537,train
txn_00248,train
txn_05753,train
txn_06692,train
txn_04349,train
txn_08016,train
txn_05030,train
txn_03729,train
txn_03573,train
txn_09134,train
txn_04353,train
txn_00258,train
txn_05150,train
txn_00284,train
txn_06169,train
txn_02285,train
txn_02576,train
txn_03016,train
txn_06954,train
txn_04666,train
txn_06440,train
txn_09159,train
txn_00688,train
txn_07196,train
txn_01759,train
txn_01198,train
txn_07175,train
txn_07659,train
txn_00658,train
txn_02990,train
txn_05982,train
txn_06890,train
txn_03529,train
txn_09317,train
txn_04601,train
txn_08404,train
txn_06786,train
txn_09171,train
txn_00659,train
txn_07686,train
txn_02732,train
txn_06324,train
txn_05993,train
txn_02295,train
txn_04693,train
txn_07391,train
txn_08166,train
txn_04356,train
txn_03297,train
txn_07064,train
txn_09044,train
txn_00796,train
txn_09571,train
txn_07357,train
txn_06012,train
txn_09956,train
txn_07367,train
txn_06135,train
txn_06791,train
txn_09251,train
txn_03895,train
txn_00437,train
txn_04638,train
txn_07193,train
txn_09895,train
txn_04906,train
txn_08326,train
txn_01263,train
txn_05216,train
txn_03621,train
txn_09770,train
txn_04061,train
txn_04602,train
txn_02834,train
txn_06090,train
txn_07223,train
txn_05752,train
txn_05318,train
txn_03462,train
txn_06606,train
txn_07251,train
txn_07122,train
txn_04491,train
txn_08324,train
txn_05642,train
txn_00198,train
txn_02164,train
txn_00787,train
txn_00454,train
txn_01893,train
txn_03355,train
txn_07496,train
txn_02076,train
txn_09193,train
txn_07468,train
txn_05876,train
txn_00700,train
txn_04387,train
txn_06229,train
txn_06198,train
txn_04129,train
txn_07776,train
txn_02868,train
txn_00249,train
txn_00844,train
txn_09549,train
txn_05670,train
txn_07671,train
txn_04033,train
txn_04761,train
txn_01677,train
txn_01277,train
txn_03357,train
txn_06379,train
txn_09960,train
txn_07910,train
txn_00079,train
txn_08815,train
txn_08548,train
txn_03048,train
txn_00173,train
txn_00749,train
txn_08164,train
txn_01941,train
txn_05110,train
txn_00949,train
txn_08706,train
txn_04980,train
txn_04327,train
txn_04220,train
txn_05265,train
txn_09016,train
txn_08137,train
txn_04392,train
txn_07740,train
txn_09988,train
txn_00316,train
txn_07311,train
txn_06980,train
txn_00419,train
txn_05591,train
txn_03708,train
txn_00259,train
txn_08675,train
txn_08766,train
txn_02950,train
txn_05384,train
txn_01518,train
txn_05968,train
txn_00117,train
txn_01107,train
txn_05878,train
txn_04844,train
txn_01902,train
txn_05449,train
txn_02914,train
txn_00278,train
txn_09735,train
txn_03997,train
txn_05272,train
txn_07167,train
txn_06148,train
txn_06168,train
txn_09006,train
txn_07754,train
txn_08690,train
txn_05111,train
txn_05717,train
txn_00771,train
txn_01055,train
txn_01739,train
txn_07026,train
txn_08034,train
txn_03257,train
txn_03553,train
txn_01894,train
txn_06806,train
txn_08583,train
txn_01816,train
txn_06824,train
txn_01497,train
txn_08145,train
txn_05510,train
txn_02179,train
txn_09896,train
txn_05583,train
txn_01662,train
txn_04617,train
txn_01875,train
txn_00806,train
txn_02674,train
txn_02750,train
txn_09110,train
txn_06720,train
txn_04107,train
txn_00236,train
txn_06333,train
txn_00922,train
txn_06438,train
txn_01484,train
txn_00733,train
txn_06340,train
txn_09732,train
txn_09276,train
txn_01528,train
txn_01130,train
txn_03536,train
txn_05640,train
txn_00595,train
txn_06410,train
txn_09475,train
txn_04787,train
txn_03583,train
txn_03349,train
txn_02162,train
txn_01399,train
txn_01745,train
txn_08040,train
txn_03331,train
txn_00978,train
txn_08169,train
txn_01699,train
txn_01022,train
txn_08900,train
txn_08064,train
txn_03983,train
txn_02875,train
txn_00887,train
txn_00313,train
txn_03810,train
txn_05514,train
txn_02973,train
txn_04735,train
txn_08697,train
txn_01660,train
txn_01052,train
txn_08866,train
txn_02580,train
txn_07382,train
txn_08534,train
txn_03730,train
txn_02700,train
txn_00823,train
txn_07574,train
txn_03149,train
txn_04796,train
txn_03646,train
txn_01861,train
txn_08433,train
txn_03632,train
txn_06641,train
txn_03418,train
txn_02018,train
txn_01769,train
txn_08957,train
txn_07781,train
txn_00146,train
txn_07854,train
txn_00436,train
txn_00289,train
txn_07177,train
txn_09651,train
txn_01453,train
txn_09199,train
txn_06893,train
txn_05377,train
txn_02081,train
txn_01197,train
txn_08611,train
txn_04816,train
txn_09995,train
txn_06245,train
txn_07452,train
txn_00441,train
txn_05336,train
txn_07053,train
txn_05505,train
txn_01219,train
txn_03370,train
txn_06302,train
txn_09446,train
txn_03079,train
txn_00465,train
txn_07797,train
txn_07678,train
txn_05497,train
txn_05664,train
txn_03743,train
txn_02093,train
txn_01029,train
txn_09346,train
txn_06364,train
txn_06068,train
txn_01033,train
txn_09481,train
txn_00426,train
txn_04034,train
txn_09528,train
txn_01351,train
txn_06325,train
txn_02659,train
txn_09884,train
txn_09436,train
txn_08010,train
txn_08528,train
txn_07372,train
txn_07960,train
txn_07498,train
txn_03704,train
txn_07409,train
txn_07543,train
txn_05403,train
txn_09283,train
txn_02741,train
txn_05595,train
txn_03744,train
txn_06405,train
txn_09095,train
txn_01418,train
txn_08219,train
txn_08651,train
txn_04966,train
txn_02191,train
txn_04811,train
txn_07378,train
txn_03887,train
txn_06657,train
txn_08942,train
txn_03444,train
txn_06416,train
txn_08847,train
txn_06941,train
txn_08618,train
txn_08657,train
txn_05938,train
txn_04701,train
txn_04383,train
txn_08254,train
txn_00614,train
txn_06388,train
txn_01666,train
txn_04657,train
txn_05504,train
txn_07841,train
txn_07084,train
txn_03339,train
txn_00889,train
txn_09927,train
txn_00602,train
txn_08268,train
txn_07466,train
txn_09628,train
txn_02629,train
txn_05849,train
txn_00891,train
txn_03934,train
txn_07604,train
txn_02367,train
txn_00923,train
txn_03478,train
txn_09626,train
txn_00226,train
txn_04871,train
txn_06779,train
txn_00667,train
txn_00327,train
txn_04358,train
txn_02745,train
txn_06847,train
txn_06651,train
txn_07420,train
txn_06263,train
txn_09329,train
txn_05649,train
txn_06863,train
txn_02676,train
txn_02833,train
txn_04808,train
txn_08563,train
txn_06825,train
txn_01778,train
txn_02439,train
txn_02401,train
txn_09398,train
txn_00282,train
txn_04114,train
txn_00183,train
txn_01180,train
txn_03734,train
txn_09536,train
txn_02032,train
txn_00352,train
txn_03376,train
txn_04109,train
txn_02929,train
txn_02650,train
txn_00471,train
txn_01456,train
txn_07092,train
txn_09863,train
txn_01598,train
txn_07829,train
txn_08409,train
txn_00969,train
txn_01858,train
txn_05120,train
txn_07512,train
txn_05402,train
txn_07253,train
txn_00821,train
txn_08140,train
txn_01707,train
txn_03979,train
txn_08342,train
txn_03549,train
txn_00488,train
txn_06124,train
txn_06096,train
txn_07204,train
txn_07715,train
txn_08845,train
txn_00937,train
txn_07076,train
txn_03552,train
txn_07411,train
txn_00903,train
txn_00187,train
txn_08380,train
txn_00332,train
txn_05475,train
txn_04442,train
txn_01444,train
txn_07782,train
txn_05540,train
txn_06067,train
txn_05018,train
txn_04090,train
txn_02461,train
txn_03741,train
txn_04087,train
txn_03077,train
txn_02793,train
txn_09921,train
txn_03453,train
txn_02761,train
txn_00365,train
txn_01796,train
txn_03725,train
txn_06549,train
txn_02246,train
txn_01966,train
txn_02620,train
txn_02146,train
txn_00695,train
txn_06428,train
txn_00462,train
txn_07171,train
txn_06356,train
txn_08084,train
txn_05447,train
txn_06147,train
txn_08982,train
txn_05228,train
txn_01446,train
txn_05103,train
txn_09629,train
txn_02280,train
txn_03647,train
txn_02754,train
txn_03932,train
txn_04201,train
txn_01555,train
txn_04172,train
txn_01150,train
txn_05364,train
txn_02606,train
txn_02255,train
txn_09696,train
txn_00939,train
txn_00904,train
txn_04999,train
txn_07787,train
txn_05797,train
txn_08912,train
txn_03892,train
txn_03705,train
txn_07277,train
txn_02025,train
txn_08419,train
txn_02297,train
txn_08308,train
txn_09873,train
txn_09751,train
txn_01726,train
txn_03039,train
txn_05706,train
txn_03994,train
txn_08118,train
txn_01843,train
txn_02231,train
txn_01109,train
txn_02510,train
txn_01701,train
txn_08413,train
txn_08098,train
txn_09996,train
txn_08244,train
txn_07162,train
txn_07134,train
txn_00950,train
txn_04679,train
txn_07377,train
txn_02504,train
txn_04003,train
txn_06884,train
txn_08302,train
txn_01395,train
txn_02536,train
txn_05016,train
txn_02558,train
txn_09837,train
txn_08150,train
txn_04637,train
txn_09816,train
txn_01103,train
txn_02263,train
txn_08702,train
txn_07730,train
txn_07300,train
txn_01438,train
txn_03247,train
txn_07308,train
txn_02573,train
txn_04189,train
txn_01140,train
txn_02327,train
txn_03239,train
txn_01900,train
txn_05610,train
txn_05306,train
txn_07991,train
txn_00815,train
txn_06306,train
txn_07049,train
txn_05129,train
txn_02546,train
txn_02784,train
txn_07141,train
txn_05634,train
txn_08834,train
txn_09609,train
txn_09746,train
txn_08738,train
txn_06514,train
txn_02675,train
txn_00194,train
txn_03591,train
txn_07083,train
txn_05789,train
txn_01732,train
txn_04089,train
txn_00847,train
txn_00017,train
txn_08208,train
txn_05660,train
txn_06640,train
txn_04470,train
txn_05777,train
txn_00641,train
txn_00244,train
txn_09719,train
txn_04651,train
txn_07401,train
txn_07505,train
txn_09073,train
txn_05175,train
txn_04518,train
txn_01020,train
txn_07618,train
txn_02062,train
txn_05914,train
txn_05126,train
txn_02976,train
txn_06403,train
txn_09662,train
txn_07238,train
txn_05159,train
txn_07762,train
txn_01679,train
txn_05450,train
txn_08415,train
txn_02565,train
txn_07631,train
txn_08402,train
txn_07765,train
txn_02663,train
txn_05898,train
txn_03124,train
txn_04662,train
txn_06420,train
txn_06334,train
txn_07048,train
txn_04968,train
txn_08332,train
txn_00093,train
txn_03609,train
txn_06131,train
txn_03067,train
txn_02590,train
txn_08846,train
txn_00447,train
txn_03287,train
txn_08795,train
txn_01586,train
txn_02995,train
txn_03495,train
txn_01189,train
txn_09820,train
txn_02392,train
txn_00373,train
txn_00845,train
txn_00966,train
txn_02366,train
txn_02305,train
txn_00115,train
txn_07427,train
txn_03986,train
txn_00668,train
txn_07166,train
txn_07495,train
txn_02428,train
txn_09865,train
txn_07062,train
txn_07482,train
txn_00257,train
txn_00947,train
txn_05728,train
txn_01481,train
txn_05955,train
txn_08831,train
txn_03625,train
txn_04641,train
txn_06035,train
txn_09488,train
txn_05239,train
txn_09422,train
txn_01980,train
txn_09235,train
txn_05057,train
txn_02904,train
txn_07006,train
txn_02124,train
txn_00730,train
txn_06457,train
txn_03163,train
txn_03692,train
txn_01852,train
txn_00596,train
txn_03443,train
txn_05021,train
txn_00298,train
txn_04838,train
txn_04199,train
txn_08048,train
txn_03008,train
txn_06758,train
txn_04960,train
txn_03849,train
txn_06045,train
txn_08554,train
txn_07766,train
txn_07842,train
txn_07625,train
txn_05795,train
txn_05688,train
txn_09158,train
txn_02726,train
txn_07307,train
txn_02384,train
txn_05551,train
txn_04454,train
txn_06946,train
txn_08622,train
txn_03222,train
txn_07539,train
txn_00926,train
txn_02562,train
txn_02982,train
txn_03216,train
txn_02844,train
txn_01708,train
txn_01968,train
txn_09935,train
txn_00897,train
txn_00338,train
txn_03001,train
txn_05650,train
txn_08311,train
txn_05643,train
txn_06101,train
txn_09546,train
txn_08194,train
txn_08108,train
txn_09176,train
txn_09796,train
txn_07103,train
txn_02691,train
txn_01758,train
txn_05454,train
txn_06432,train
txn_01454,train
txn_05474,train
txn_03161,train
txn_06373,train
txn_03213,train
txn_05080,train
txn_06591,train
txn_04676,train
txn_00213,train
txn_01206,train
txn_02446,train
txn_01607,train
txn_07119,train
txn_01990,train
txn_03468,train
txn_06275,train
txn_09120,train
txn_00820,train
txn_07099,train
txn_09081,train
txn_02477,train
txn_09562,train
txn_04847,train
txn_05852,train
txn_09395,train
txn_01514,train
txn_04469,train
txn_06144,train
txn_06936,train
txn_08021,train
txn_06993,train
txn_05539,train
txn_01520,train
txn_00049,train
txn_07876,train
txn_08700,train
txn_07098,train
txn_07379,train
txn_07948,train
txn_09605,train
txn_07492,train
txn_02503,train
txn_08471,train
txn_02991,train
txn_07670,train
txn_05870,train
txn_07665,train
txn_06120,train
txn_08743,train
txn_06412,train
txn_07180,train
txn_02827,train
txn_06765,train
txn_03820,train
txn_06146,train
txn_07826,train
txn_07674,train
txn_00401,train
txn_06553,train
txn_00297,train
txn_07370,train
txn_05198,train
txn_00054,train
txn_04427,train
txn_03313,train
txn_02216,train
txn_06104,train
txn_05571,train
txn_01093,train
txn_00983,train
txn_01405,train
txn_07160,train
txn_06506,train
txn_06986,train
txn_00530,train
txn_06399,train
txn_02529,train
txn_03319,train
txn_03984,train
txn_06387,train
txn_08662,train
txn_00290,train
txn_03119,train
txn_01731,train
txn_07531,train
txn_04732,train
txn_05653,train
txn_09053,train
txn_00650,train
txn_06742,train
txn_08753,train
txn_09271,train
txn_08810,train
txn_07629,train
txn_09730,train
txn_05636,train
txn_08316,train
txn_01616,train
txn_06194,train
txn_01735,train
txn_02721,train
txn_02582,train
txn_01322,train
txn_07190,train
txn_03145,train
txn_04117,train
txn_04873,train
txn_04841,train
txn_09697,train
txn_06498,train
txn_00350,train
txn_05531,train
txn_04544,train
txn_02350,train
txn_05253,train
txn_06091,train
txn_03109,train
txn_01657,train
txn_01916,train
txn_04730,train
txn_06129,train
txn_05889,train
txn_03764,train
txn_00392,train
txn_01077,train
txn_08676,train
txn_04233,train
txn_01092,train
txn_08608,train
txn_03900,train
txn_09151,train
txn_04007,train
txn_08937,train
txn_06467,train
txn_05503,train
txn_00744,train
txn_06899,train
txn_08771,train
txn_08045,train
txn_07022,train
txn_01565,train
txn_02450,train
txn_09499,train
txn_02683,train
txn_03185,train
txn_00067,train
txn_05541,train
txn_09889,train
txn_09483,train
txn_03811,train
txn_04490,train
txn_01813,train
txn_09278,train
txn_09750,train
txn_05443,train
txn_02351,train
txn_01166,train
txn_01629,train
txn_03586,train
txn_00302,train
txn_00266,train
txn_02022,train
txn_05237,train
txn_04365,train
txn_06547,train
txn_07834,train
txn_02129,train
txn_05904,train
txn_08139,train
txn_07721,train
txn_05383,train
txn_07069,train
txn_06849,train
txn_07320,train
txn_00281,train
txn_00780,train
txn_06207,train
txn_07045,train
txn_04274,train
txn_06854,train
txn_00051,train
txn_00760,train
txn_02592,train
txn_01873,train
txn_06357,train
txn_06829,train
txn_04422,train
txn_08781,train
txn_04303,train
txn_00015,train
txn_06375,train
txn_03765,train
txn_00201,train
txn_02626,train
txn_02089,train
txn_04241,train
txn_01670,train
txn_01814,train
txn_01373,train
txn_01237,train
txn_03584,train
txn_00204,train
txn_09181,train
txn_09930,train
txn_07058,train
txn_06756,train
txn_09423,train
txn_07654,train
txn_07150,train
txn_01274,train
txn_07803,train
txn_09232,train
txn_01485,train
txn_02008,train
txn_04659,train
txn_08640,train
txn_00109,train
txn_03113,train
txn_00875,train
txn_07934,train
txn_06950,train
txn_07561,train
txn_09495,train
txn_04085,train
txn_09365,train
txn_09236,train
txn_08737,train
txn_00537,train
txn_07666,train
txn_00919,train
txn_01859,train
txn_04308,train
txn_06209,train
txn_06600,train
txn_02408,train
txn_01112,train
txn_00442,train
txn_00004,train
txn_05368,train
txn_06236,train
txn_00569,train
txn_01931,train
txn_07386,train
txn_06350,train
txn_02669,train
txn_03075,train
txn_07656,train
txn_01985,train
txn_02487,train
txn_02274,train
txn_09024,train
txn_08373,train
txn_00331,train
txn_05127,train
txn_05853,train
txn_07755,train
txn_00277,train
txn_06626,train
txn_00141,train
txn_02775,train
txn_09127,train
txn_07679,train
txn_01128,train
txn_05573,train
txn_05506,train
txn_05476,train
txn_09033,train
txn_09999,train
txn_07486,train
txn_09993,train
txn_02378,train
txn_01566,train
txn_08389,train
txn_01559,train
txn_05200,train
txn_00984,train
txn_01021,train
txn_00970,train
txn_08435,train
txn_05989,train
txn_03305,train
txn_03291,train
txn_06935,train
txn_09654,train
txn_06957,train
txn_02290,train
txn_07157,train
txn_07947,train
txn_03326,train
txn_02086,train
txn_03947,train
txn_07900,train
txn_01332,train
txn_08870,train
txn_06105,train
txn_03962,train
txn_08906,train
txn_09543,train
txn_06727,train
txn_09980,train
txn_00112,train
txn_08927,train
txn_05231,train
txn_05686,train
txn_04741,train
txn_01837,train
txn_05274,train
txn_01615,train
txn_04613,train
txn_03284,train
txn_03328,train
txn_09592,train
txn_06834,train
txn_01644,train
txn_03518,train
txn_02104,train
txn_06269,train
txn_07244,train
txn_07387,train
txn_08840,train
txn_00890,train
txn_07963,train
txn_07503,train
txn_05121,train
txn_00861,train
txn_02682,train
txn_02782,train
txn_09812,train
txn_05577,train
txn_01283,train
txn_05374,train
txn_08114,train
txn_05300,train
txn_06842,train
txn_09486,train
txn_07769,train
txn_02666,train
txn_03546,train
txn_04294,train
txn_06157,train
txn_06380,train
txn_06635,train
txn_04554,train
txn_07097,train
txn_05386,train
txn_04612,train
txn_02657,train
txn_07748,train
txn_02541,train
txn_01908,train
txn_04144,train
txn_00585,train
txn_09494,train
txn_06006,train
txn_09410,train
txn_08883,train
txn_00199,train
txn_03398,train
txn_00489,train
txn_01654,train
txn_01232,train
txn_08376,train
txn_07239,train
txn_09523,train
txn_02623,train
txn_03294,train
txn_06787,train
txn_06814,train
txn_05333,train
txn_01626,train
txn_07751,train
txn_02996,train
txn_07749,train
txn_07923,train
txn_09987,train
txn_08606,train
txn_04542,train
txn_06524,train
txn_02065,train
txn_03038,train
txn_09136,train
txn_08025,train
txn_03267,train
txn_02538,train
txn_09864,train
txn_07114,train
txn_00671,train
txn_01969,train
txn_05099,train
txn_00010,train
txn_00953,train
txn_09182,train
txn_05754,train
txn_00762,train
txn_05527,train
txn_03543,train
txn_03022,train
txn_02849,train
txn_00610,train
txn_02462,train
txn_03105,train
txn_09064,train
txn_06726,train
txn_03248,train
txn_00241,train
txn_04595,train
txn_02047,train
txn_03940,train
txn_05347,train
txn_09846,train
txn_06759,train
txn_02425,train
txn_02217,train
txn_03435,train
txn_09123,train
txn_02385,train
txn_03897,train
txn_00599,train
txn_06192,train
txn_07274,train
txn_00741,train
txn_08353,train
txn_00002,train
txn_04881,train
txn_01741,train
txn_07448,train
txn_09441,train
txn_03031,train
txn_05048,train
txn_01369,train
txn_07390,train
txn_07200,train
txn_03695,train
txn_08321,train
txn_01680,train
txn_07519,train
txn_05014,train
txn_07348,train
txn_00315,train
txn_09982,train
txn_02107,train
txn_00295,train
txn_01192,train
txn_00725,train
txn_01169,train
txn_06241,train
txn_04106,train
txn_04836,train
txn_00848,train
txn_05784,train
txn_01655,train
txn_02070,train
txn_07015,train
txn_08589,train
txn_06397,train
txn_04936,train
txn_06799,train
txn_00132,train
txn_04918,train
txn_02079,train
txn_09214,train
txn_06390,train
txn_06859,train
txn_08642,train
txn_09051,train
txn_01517,train
txn_06930,train
txn_04889,train
txn_09500,train
txn_00209,train
txn_09548,train
txn_03582,train
txn_04607,train
txn_04213,train
txn_06970,train
txn_03606,train
txn_09487,train
txn_07961,train
txn_08138,train
txn_01046,train
txn_01493,train
txn_03260,train
txn_02655,train
txn_03982,train
txn_00495,train
txn_03608,train
txn_03844,train
txn_09234,train
txn_01910,train
txn_02517,train
txn_07844,train
txn_07759,train
txn_08886,train
txn_08428,train
txn_08980,train
txn_09907,train
txn_03445,train
