customer_id,account_age_days,region
cus_00329,1270,west
cus_00330,925,north
cus_00331,1846,central
cus_00332,828,west
cus_00333,1093,central
cus_00334,957,east
cus_00335,469,north
cus_00336,1719,north
cus_00337,600,south
cus_00338,752,west
cus_00339,1984,north
cus_00340,2372,central
cus_00341,1682,south
cus_00342,2292,east
cus_00343,2137,south
cus_00344,1210,east
cus_00345,1929,east
cus_00346,830,north
cus_00347,1159,east
cus_00348,1345,west
cus_00349,2401,central
cus_00350,2123,south
cus_00351,1230,central
cus_00352,1636,central
cus_00353,517,central
cus_00354,2013,south
cus_00355,1389,central
cus_00356,1338,east
cus_00357,1919,north
cus_00358,1587,south
cus_00359,195,west
cus_00360,731,north
cus_00361,454,east
cus_00362,1841,west
cus_00363,102,north
cus_00364,517,east
cus_00365,1499,south
cus_00366,1741,east
cus_00367,1265,south
cus_00368,2153,central
cus_00369,2298,north
cus_00370,343,central
cus_00371,2381,west
cus_00372,1541,central
cus_00373,1596,central
cus_00374,251,north
cus_00375,1560,central
cus_00376,1818,east
cus_00377,1458,central
cus_00378,224,central
cus_00379,1315,east
cus_00380,2340,south
cus_00381,1812,north
cus_00382,356,north
cus_00383,2400,south
cus_00384,2397,central
cus_00385,435,east
cus_00386,2005,east
cus_00387,1025,south
cus_00388,1490,east
cus_00389,1121,west
cus_00390,1959,central
cus_00391,2491,west
cus_00392,1990,west
cus_00393,2329,central
cus_00394,2365,east
cus_00395,238,central
cus_00396,644,south
cus_00397,1808,north
cus_00398,1481,east
cus_00399,139,north
cus_00400,251,north
cus_00401,1308,central
cus_00402,1546,west
cus_00403,431,south
cus_00404,440,central
cus_00405,336,north
cus_00406,1418,south
cus_00407,34,west
cus_00408,1437,south
cus_00409,1197,west
cus_00410,1172,central
cus_00411,1703,north
cus_00412,1313,north
cus_00413,1823,central
cus_00414,1913,east
cus_00415,2301,east
cus_00416,2001,east
cus_00417,1301,east
cus_00418,1238,west
cus_00419,600,east
cus_00420,1504,north
cus_00421,360,west
cus_00422,2329,west
cus_00423,2114,north
cus_00424,312,south
cus_00425,1968,west
cus_00426,306,west
cus_00427,1807,north
cus_00428,232,north
cus_00429,1228,east
cus_00430,1649,east
cus_00431,1826,central
cus_00432,1055,east
cus_00433,2305,central
cus_00434,1939,south
cus_00435,532,east
cus_00436,1683,north
cus_00437,1830,east
cus_00438,844,north
cus_00439,1849,east
cus_00440,2247,south
cus_00441,2045,north
cus_00442,1909,north
cus_00443,1591,east
cus_00444,687,central
cus_00445,1991,north
cus_00446,920,east
cus_00447,1337,south
cus_00448,796,central
cus_00449,792,east
cus_00450,406,central
cus_00451,2403,south
cus_00452,382,north
cus_00453,229,east
cus_00454,2341,west
cus_00455,1394,central
cus_00456,1103,central
cus_00457,1847,central
cus_00458,967,west
cus_00459,332,south
cus_00460,1828,east
cus_00461,452,north
cus_00462,1389,east
cus_00463,2373,south
cus_00464,2341,north
cus_00465,911,south
cus_00466,1954,east
cus_00467,1537,south
cus_00468,1206,central
cus_00469,362,east
cus_00470,950,central
cus_00471,1635,west
cus_00472,2466,north
cus_00473,27,south
cus_00474,1798,west
cus_00475,2118,east
cus_00476,2378,south
cus_00477,1068,east
cus_00478,309,central
cus_00479,688,south
cus_00480,2128,north
cus_00481,2196,south
cus_00482,1598,central
cus_00483,320,west
cus_00484,317,central
cus_00485,1203,central
cus_00486,1476,north
cus_00487,95,south
cus_00488,1719,north
cus_00489,1368,north
cus_00490,45,central
cus_00491,252,central
cus_00492,1143,north
cus_00493,1810,west
cus_00494,2066,east
cus_00495,1086,north
cus_00496,748,central
cus_00497,2421,central
cus_00498,1154,east
cus_00499,798,west
cus_00500,1114,south
cus_00501,45,west
cus_00502,765,east
cus_00503,1296,central
cus_00504,2297,north
cus_00505,1849,north
cus_00506,1956,central
cus_00507,1369,south
cus_00508,289,south
cus_00509,986,west
cus_00510,2492,north
cus_00511,124,east
cus_00512,2199,south
cus_00513,1715,north
cus_00514,720,central
cus_00515,1948,north
cus_00516,2094,north
cus_00517,122,west
cus_00518,279,central
cus_00519,1669,north
cus_00520,2497,west
cus_00521,74,east
cus_00522,1669,central
cus_00523,354,north
cus_00524,1630,central
cus_00525,1563,west
cus_00526,239,central
cus_00527,1706,south
cus_00528,2244,central
cus_00529,2160,west
cus_00530,87,north
cus_00531,626,central
cus_00532,613,west
cus_00533,1141,south
cus_00534,370,east
cus_00535,2138,south
cus_00536,1945,east
cus_00537,2023,central
cus_00538,507,central
cus_00539,51,south
cus_00540,2277,central
cus_00541,732,east
cus_00542,1645,west
cus_00543,2274,west
cus_00544,104,east
cus_00545,28,east
cus_00546,28,east
cus_00547,403,central
cus_00548,143,south
cus_00549,2052,south
cus_00550,1520,south
cus_00551,2450,north
cus_00552,2006,south
cus_00553,2408,north
cus_00554,607,north
cus_00555,730,west
cus_00556,2125,north
cus_00557,623,east
cus_00558,157,west
cus_00559,1677,west
cus_00560,2005,east
cus_00561,2420,north
cus_00562,2320,central
cus_00563,313,central
cus_00564,1933,west
cus_00565,2117,north
cus_00566,1749,north
cus_00567,2052,south
cus_00568,2097,north
cus_00569,1124,central
cus_00570,114,south
cus_00571,1148,south
cus_00572,516,central
cus_00573,297,central
cus_00574,325,south
cus_00575,1747,south
cus_00576,1268,east
cus_00577,1356,west
cus_00578,1866,central
cus_00579,1377,central
cus_00580,1580,central
cus_00581,228,north
cus_00582,2130,south
cus_00583,1130,east
cus_00584,400,north
cus_00585,2036,south
cus_00586,1840,north
cus_00587,146,central
cus_00588,494,north
cus_00589,54,north
cus_00590,687,north
cus_00591,263,north
cus_00592,1779,east
cus_00593,1313,south
cus_00594,2450,central
cus_00595,1877,south
cus_00596,1534,east
cus_00597,1280,west
cus_00598,150,west
cus_00599,189,west
cus_00600,1546,south
cus_00601,25,east
cus_00602,120,central
cus_00603,559,central
cus_00604,2212,west
cus_00605,1155,west
cus_00606,1778,central
cus_00607,1037,west
cus_00608,445,central
cus_00609,937,north
cus_00610,242,south
cus_00611,1929,north
cus_00612,471,north
cus_00613,950,east
cus_00614,2450,south
cus_00615,1486,east
cus_00616,1154,east
cus_00617,1364,west
cus_00618,1963,central
cus_00619,647,central
cus_00620,1596,south
cus_00621,2183,south
cus_00622,1437,west
cus_00623,1124,north
cus_00624,375,east
cus_00625,631,east
cus_00626,2365,north
cus_00627,1360,west
cus_00628,763,south
cus_00629,1054,north
cus_00630,1451,west
cus_00631,1350,north
cus_00632,1753,west
cus_00633,654,north
cus_00634,1628,east
cus_00635,1115,central
cus_00636,2352,south
cus_00637,407,west
cus_00638,383,west
cus_00639,1162,central
cus_00640,1278,north
cus_00641,1731,west
cus_00642,1019,central
cus_00643,2285,west
cus_00644,1193,north
cus_00645,336,central
cus_00646,311,north
cus_00647,2433,east
cus_00648,348,east
cus_00649,2370,east
cus_00650,706,east
cus_00651,247,north
cus_00652,772,east
cus_00653,1542,central
cus_00654,1078,east
cus_00655,1967,south
cus_00656,1533,central
cus_00657,1010,north
cus_00658,1592,east
cus_00659,2429,east
cus_00660,1038,east
cus_00661,396,central
cus_00662,1030,east
cus_00663,2102,central
cus_00664,555,north
cus_00665,2373,west
cus_00666,1476,east
cus_00667,1509,south
cus_00668,802,south
cus_00669,2302,west
cus_00670,104,west
cus_00671,757,west
cus_00672,1054,north
cus_00673,1201,east
cus_00674,1193,central
cus_00675,382,north
cus_00676,575,east
cus_00677,251,east
cus_00678,1437,central
cus_00679,886,south
cus_00680,1420,east
cus_00681,1480,west
cus_00682,1759,north
cus_00683,1374,central
cus_00684,1625,central
cus_00685,1474,west
cus_00686,1636,west
cus_00687,1547,west
cus_00688,800,west
cus_00689,627,central
cus_00690,1971,east
cus_00691,866,east
cus_00692,1379,west
cus_00693,504,north
cus_00694,1087,central
cus_00695,1331,west
cus_00696,1570,west
cus_00697,1323,south
cus_00698,911,south
cus_00699,2405,east
cus_00700,1289,west
cus_00701,2023,west
cus_00702,1845,west
cus_00703,1402,central
cus_00704,2217,central
cus_00705,333,west
cus_00706,2303,south
cus_00707,2127,east
cus_00708,1266,east
cus_00709,1837,west
cus_00710,1307,central
cus_00711,682,south
cus_00712,2002,east
cus_00713,626,north
cus_00714,796,west
cus_00715,1305,east
cus_00716,2095,east
cus_00717,969,east
cus_00718,1242,south
cus_00719,118,east
cus_00720,302,west
cus_00721,154,south
cus_00722,194,north
cus_00723,2173,south
cus_00724,2107,north
cus_00725,2057,south
cus_00726,153,west
cus_00727,207,north
cus_00728,712,west
cus_00729,1419,south
cus_00730,845,central
cus_00731,1226,west
cus_00732,444,south
cus_00733,1830,east
cus_00734,795,north
cus_00735,180,north
cus_00736,1860,central
cus_00737,2258,central
cus_00738,51,north
cus_00739,1100,south
cus_00740,2070,north
cus_00741,1769,south
cus_00742,2143,south
cus_00743,1046,south
cus_00744,940,east
cus_00745,1777,north
cus_00746,396,central
cus_00747,609,west
cus_00748,1508,west
cus_00749,1676,north
cus_00750,312,west
cus_00751,1278,central
cus_00752,921,north
cus_00753,1261,west
cus_00754,2396,south
cus_00755,205,west
cus_00756,2488,east
cus_00757,1132,central
cus_00758,1933,north
cus_00759,1069,south
cus_00760,787,south
cus_00761,1929,south
cus_00762,1723,south
cus_00763,372,south
cus_00764,1767,north
cus_00765,1886,west
cus_00766,978,east
cus_00767,2315,central
cus_00768,1607,west
cus_00769,844,north
cus_00770,41,north
cus_00771,1692,east
cus_00772,534,east
cus_00773,1894,south
cus_00774,1319,west
cus_00775,1174,east
cus_00776,421,west
cus_00777,1783,north
cus_00778,427,central
cus_00779,1053,south
cus_00780,2093,east
cus_00781,2302,east
cus_00782,2472,central
cus_00783,2395,south
cus_00784,1396,south
cus_00785,513,south
cus_00786,2100,south
cus_00787,2007,north
cus_00788,2475,north
cus_00789,1632,south
cus_00790,366,east
cus_00791,1264,south
cus_00792,1128,south
cus_00793,2109,west
cus_00794,990,south
cus_00795,831,central
cus_00796,213,west
cus_00797,2091,north
cus_00798,1891,south
cus_00799,117,north
cus_00800,1092,south
cus_00801,1207,south
cus_00802,1181,north
cus_00803,2298,north
cus_00804,389,east
cus_00805,776,west
cus_00806,464,south
cus_00807,621,central
cus_00808,2269,south
cus_00809,2352,central
cus_00810,125,south
cus_00811,1585,east
cus_00812,593,west
cus_00813,493,north
cus_00814,740,central
cus_00815,498,south
cus_00816,1233,east
cus_00817,2489,west
cus_00818,1472,west
cus_00819,1812,north
cus_00820,1240,central
cus_00821,49,west
cus_00822,224,central
cus_00823,683,east
cus_00824,620,west
cus_00825,2103,east
cus_00826,2111,central
cus_00827,2137,central
cus_00828,1599,central
cus_00829,1397,east
cus_00830,1628,west
cus_00831,1025,south
cus_00832,1680,east
cus_00833,1989,west
cus_00834,1910,north
cus_00835,1540,west
cus_00836,159,north
cus_00837,1816,east
cus_00838,926,east
cus_00839,1863,east
cus_00840,1355,east
cus_00841,2204,east
cus_00842,856,east
cus_00843,2329,east
cus_00844,2113,east
cus_00845,837,west
cus_00846,1214,east
cus_00847,1335,west
cus_00848,1925,central
cus_00849,1727,central
cus_00850,2132,north
cus_00851,934,west
cus_00852,1269,south
cus_00853,1085,north
cus_00854,2275,west
cus_00855,772,north
cus_00856,1474,central
cus_00857,313,west
cus_00858,2127,central
cus_00859,969,west
cus_00860,861,central
cus_00861,1463,north
cus_00862,1254,central
cus_00863,2122,north
cus_00864,1335,south
cus_00865,1299,north
cus_00866,275,east
cus_00867,69,west
cus_00868,1005,south
cus_00869,2495,central
cus_00870,2294,west
cus_00871,1578,west
cus_00872,1582,central
cus_00873,987,east
cus_00874,456,south
cus_00875,36,central
cus_00876,857,east
cus_00877,801,west
cus_00878,491,south
cus_00879,659,south
cus_00880,76,north
cus_00881,1525,south
cus_00882,2319,north
cus_00883,1731,west
cus_00884,1128,north
cus_00885,1059,west
cus_00886,779,central
cus_00887,368,west
cus_00888,1502,east
cus_00889,1422,north
cus_00890,33,central
cus_00891,1047,north
cus_00892,705,west
cus_00893,438,west
cus_00894,1762,north
cus_00895,1321,west
cus_00896,1589,north
cus_00897,1788,south
cus_00898,2454,central
cus_00899,2009,central
cus_00900,1556,south
cus_00901,2199,central
cus_00902,1201,central
cus_00903,2462,west
cus_00904,1907,north
cus_00905,1632,south
cus_00906,2259,west
cus_00907,1294,central
cus_00908,1805,central
cus_00909,722,east
cus_00910,2408,south
cus_00911,1564,central
cus_00912,1958,south
cus_00913,1159,south
cus_00914,2169,central
cus_00915,199,east
cus_00916,298,south
cus_00917,1275,north
cus_00918,1835,east
cus_00919,2025,central
cus_00920,1108,east
cus_00921,1629,west
cus_00922,1389,south
cus_00923,2404,west
cus_00924,1640,west
cus_00925,1050,west
cus_00926,2424,west
cus_00927,281,east
cus_00928,2461,south
cus_00929,397,west
cus_00930,731,central
cus_00931,2056,central
cus_00932,1838,south
cus_00933,2426,west
cus_00934,1878,north
cus_00935,1597,east
cus_00936,876,east
cus_00937,26,south
cus_00938,322,central
cus_00939,754,central
cus_00940,116,north
cus_00941,1277,south
cus_00942,1946,south
cus_00943,2408,central
cus_00944,1231,east
cus_00945,2189,west
cus_00946,2464,central
cus_00947,2151,west
cus_00948,1170,north
cus_00949,823,north
cus_00950,2445,south
cus_00951,616,south
cus_00952,1037,west
cus_00953,198,north
cus_00954,1987,south
cus_00955,1629,south
cus_00956,225,north
cus_00957,566,north
cus_00958,1395,north
cus_00959,1357,east
cus_00960,2008,east
cus_00961,676,east
cus_00962,2312,east
cus_00963,1119,west
cus_00964,2059,central
cus_00965,607,east
cus_00966,106,west
cus_00967,151,west
cus_00968,941,west
cus_00969,2383,north
cus_00970,136,central
cus_00971,931,north
cus_00972,286,east
cus_00973,2329,west
cus_00974,1693,east
cus_00975,1910,south
cus_00976,1787,central
cus_00977,1647,north
cus_00978,1937,south
cus_00979,35,central
cus_00980,2165,west
cus_00981,1853,north
cus_00982,1852,west
cus_00983,992,central
cus_00984,2005,north
cus_00985,963,east
cus_00986,136,east
cus_00987,2270,north
cus_00988,597,south
cus_00989,268,north
cus_00990,1560,north
cus_00991,595,east
cus_00992,2147,east
cus_00993,1117,south
cus_00994,26,south
cus_00995,2380,north
cus_00996,1293,west
cus_00997,668,south
cus_00998,1698,central
cus_00999,1333,east
cus_01000,88,central
cus_01001,1902,west
cus_01002,1012,south
cus_01003,1754,west
cus_01004,2240,south
cus_01005,1532,north
cus_01006,1683,south
cus_01007,647,south
cus_01008,605,north
cus_01009,1046,north
cus_01010,2134,central
cus_01011,1317,east
cus_01012,879,east
cus_01013,1952,central
cus_01014,2135,south
cus_01015,2257,east
cus_01016,757,central
cus_01017,1778,west
cus_01018,1481,south
cus_01019,1130,south
cus_01020,1001,north
cus_01021,299,north
cus_01022,697,north
cus_01023,1380,west
cus_01024,2218,west
cus_01025,2167,east
cus_01026,481,west
cus_01027,1703,north
cus_01028,225,south
cus_01029,1692,south
cus_01030,864,central
cus_01031,1132,west
cus_01032,1798,central
cus_01033,1070,south
cus_01034,2021,central
cus_01035,1340,north
cus_01036,2496,south
cus_01037,1601,east
cus_01038,751,north
cus_01039,1941,central
cus_01040,1028,central
cus_01041,1342,east
cus_01042,355,south
cus_01043,311,north
cus_01044,1443,west
cus_01045,478,east
cus_01046,2493,west
cus_01047,2141,west
cus_01048,1756,north
cus_01049,1840,north
cus_01050,1494,west
cus_01051,164,north
cus_01052,990,central
cus_01053,1247,north
cus_01054,2289,west
cus_01055,560,central
cus_01056,1249,east
cus_01057,870,north
cus_01058,348,central
cus_01059,270,north
cus_01060,922,east
cus_01061,219,central
cus_01062,181,west
cus_01063,886,north
cus_01064,516,central
cus_01065,1393,north
cus_01066,58,west
cus_01067,765,west
cus_01068,1141,south
cus_01069,2408,east
cus_01070,1591,north
cus_01071,2203,central
cus_01072,868,south
cus_01073,1132,south
cus_01074,1059,east
cus_01075,2220,west
cus_01076,2398,east
cus_01077,2406,east
cus_01078,1883,east
cus_01079,1265,central
cus_01080,1359,south
cus_01081,2451,central
cus_01082,722,west
cus_01083,876,central
cus_01084,2244,central
cus_01085,975,west
cus_01086,599,south
cus_01087,1407,west
cus_01088,823,west
cus_01089,2228,south
cus_01090,2274,west
cus_01091,775,south
cus_01092,1330,east
cus_01093,2460,west
cus_01094,1859,north
cus_01095,550,south
cus_01096,1483,west
cus_01097,1555,east
cus_01098,1638,central
cus_01099,77,north
cus_01100,758,west
cus_01101,2138,central
cus_01102,614,central
cus_01103,759,north
cus_01104,816,central
cus_01105,455,south
cus_01106,401,south
cus_01107,877,south
cus_01108,2187,west
cus_01109,18,west
cus_01110,718,east
cus_01111,165,north
cus_01112,1410,central
cus_01113,637,south
cus_01114,1983,north
cus_01115,1468,east
cus_01116,1962,east
cus_01117,1592,west
cus_01118,1104,central
cus_01119,2154,north
cus_01120,1198,south
cus_01121,2375,east
cus_01122,2486,west
cus_01123,1478,west
cus_01124,1691,south
cus_01125,650,west
cus_01126,2039,central
cus_01127,1683,east
cus_01128,2257,central
cus_01129,678,west
cus_01130,1972,south
cus_01131,1183,south
cus_01132,475,west
cus_01133,440,south
cus_01134,1411,south
cus_01135,808,south
cus_01136,268,west
cus_01137,1076,south
cus_01138,1637,west
cus_01139,807,central
cus_01140,2389,central
cus_01141,1952,central
cus_01142,1289,north
cus_01143,2337,east
cus_01144,1090,south
cus_01145,362,central
cus_01146,104,west
cus_01147,2345,south
cus_01148,2400,east
cus_01149,1852,west
cus_01150,270,east
cus_01151,744,east
cus_01152,117,north
cus_01153,142,east
cus_01154,626,south
cus_01155,1436,central
cus_01156,177,central
cus_01157,2461,west
cus_01158,1145,north
cus_01159,670,central
cus_01160,1297,south
cus_01161,1978,east
cus_01162,791,central
cus_01163,133,central
cus_01164,141,north
cus_01165,2132,south
cus_01166,292,west
cus_01167,1594,east
cus_01168,970,south
cus_01169,1947,east
cus_01170,165,central
cus_01171,2246,south
cus_01172,1750,west
cus_01173,1131,west
cus_01174,529,central
cus_01175,2443,south
cus_01176,765,south
cus_01177,1233,east
cus_01178,994,east
cus_01179,587,east
cus_01180,1050,west
cus_01181,391,west
cus_01182,19,south
cus_01183,735,west
cus_01184,293,south
cus_01185,1045,east
cus_01186,2158,north
cus_01187,418,south
cus_01188,18,central
cus_01189,291,east
cus_01190,1277,west
cus_01191,697,north
cus_01192,1231,west
cus_01193,87,south
cus_01194,842,west
cus_01195,1034,central
cus_01196,1086,east
cus_01197,1384,north
cus_01198,1954,east
cus_01199,1176,north
cus_01200,2105,east
cus_01201,1331,north
cus_01202,661,west
cus_01203,584,south
cus_01204,816,south
cus_01205,1499,north
cus_01206,617,central
cus_01207,2286,central
cus_01208,1207,central
cus_01209,2160,north
cus_01210,1712,south
cus_01211,843,central
cus_01212,582,east
cus_01213,1863,north
cus_01214,836,north
cus_01215,628,south
cus_01216,2327,central
cus_01217,1214,north
cus_01218,135,central
cus_01219,1244,west
cus_01220,1160,central
cus_01221,2161,central
cus_01222,1783,south
cus_01223,490,central
cus_01224,388,north
cus_01225,1514,south
cus_01226,132,south
cus_01227,807,north
cus_01228,358,north
cus_01229,66,north
cus_01230,2298,north
cus_01231,238,south
cus_01232,38,north
cus_01233,2333,north
cus_01234,482,central
cus_01235,2044,north
cus_01236,92,north
cus_01237,396,north
cus_01238,289,north
cus_01239,1770,east
cus_01240,1556,central
cus_01241,1196,west
cus_01242,615,east
cus_01243,235,north
cus_01244,1429,west
cus_01245,588,north
cus_01246,1481,west
cus_01247,1723,east
cus_01248,2125,central
cus_01249,1242,south
cus_01250,26,west
cus_01251,712,east
cus_01252,2135,east
cus_01253,1340,central
cus_01254,1553,west
cus_01255,1152,east
cus_01256,419,east
cus_01257,2243,west
cus_01258,1935,south
cus_01259,2488,north
cus_01260,2140,east
cus_01261,738,north
cus_01262,646,north
cus_01263,632,east
cus_01264,2298,west
cus_01265,1398,west
cus_01266,1144,south
cus_01267,2421,east
cus_01268,1514,north
cus_01269,2274,west
cus_01270,2461,south
cus_01271,212,west
cus_01272,913,central
cus_01273,1839,west
cus_01274,2035,south
cus_01275,383,central
cus_01276,806,west
cus_01277,1377,west
cus_01278,2001,central
cus_01279,295,central
cus_01280,1507,north
cus_01281,751,central
cus_01282,552,west
cus_01283,1295,south
cus_01284,1043,south
cus_01285,1594,west
cus_01286,804,south
cus_01287,2060,east
cus_01288,209,west
cus_01289,2156,west
cus_01290,89,central
cus_01291,1843,north
cus_01292,875,south
cus_01293,967,central
cus_01294,62,east
cus_01295,1759,south
cus_01296,426,south
cus_01297,1653,south
cus_01298,1817,east
cus_01299,2115,south
cus_01300,1774,west
cus_01301,764,east
cus_01302,1850,west
cus_01303,2067,north
cus_01304,803,west
cus_01305,323,central
cus_01306,2226,north
cus_01307,382,south
cus_01308,1490,west
cus_01309,602,west
cus_01310,328,west
cus_01311,1944,east
cus_01312,372,west
cus_01313,1680,west
cus_01314,1737,north
cus_01315,164,west
cus_01316,444,east
