transaction_id,is_abuse,abuse_type,abuse_cluster_id
txn_00158,False,none,none
txn_00159,False,none,none
txn_00160,False,none,none
txn_00161,True,cross_merchant_ring,abuse_04
txn_00162,False,none,none
txn_00163,False,none,none
txn_00164,False,none,none
txn_00165,False,none,none
txn_00166,False,none,none
txn_00167,False,none,none
txn_00168,False,none,none
txn_00169,False,none,none
txn_00170,False,none,none
txn_00171,False,none,none
txn_00172,False,none,none
txn_00173,False,none,none
txn_00174,False,none,none
txn_00175,False,none,none
txn_00176,True,velocity_burst,abuse_03
txn_00177,False,none,none
txn_00178,False,none,none
txn_00179,False,none,none
txn_00180,False,none,none
txn_00181,False,none,none
txn_00182,False,none,none
txn_00183,False,none,none
txn_00184,False,none,none
txn_00185,False,none,none
txn_00186,False,none,none
txn_00187,False,none,none
txn_00188,False,none,none
txn_00189,False,none,none
txn_00190,False,none,none
txn_00191,False,none,none
txn_00192,False,none,none
txn_00193,False,none,none
txn_00194,False,none,none
txn_00195,False,none,none
txn_00196,False,none,none
txn_00197,False,none,none
txn_00198,False,none,none
txn_00199,False,none,none
txn_00200,False,none,none
txn_00201,False,none,none
txn_00202,False,none,none
txn_00203,False,none,none
txn_00204,False,none,none
txn_00205,False,none,none
txn_00206,False,none,none
txn_00207,False,none,none
txn_00208,False,none,none
txn_00209,False,none,none
txn_00210,False,none,none
txn_00211,False,none,none
txn_00212,False,none,none
txn_00213,False,none,none
txn_00214,False,none,none
txn_00215,False,none,none
txn_00216,False,none,none
txn_00217,False,none,none
txn_00218,False,none,none
txn_00219,False,none,none
txn_00220,False,none,none
txn_00221,False,none,none
txn_00222,False,none,none
txn_00223,False,none,none
txn_00224,False,none,none
txn_00225,False,none,none
txn_00226,False,none,none
txn_00227,False,none,none
txn_00228,False,none,none
txn_00229,False,none,none
txn_00230,False,none,none
txn_00231,False,none,none
txn_00232,False,none,none
txn_00233,False,none,none
txn_00234,False,none,none
txn_00235,False,none,none
txn_00236,False,none,none
txn_00237,False,none,none
txn_00238,False,none,none
txn_00239,False,none,none
txn_00240,False,none,none
txn_00241,False,none,none
txn_00242,False,none,none
txn_00243,True,velocity_burst,abuse_03
txn_00244,False,none,none
txn_00245,False,none,none
txn_00246,False,none,none
txn_00247,False,none,none
txn_00248,False,none,none
txn_00249,False,none,none
txn_00250,False,none,none
txn_00251,False,none,none
txn_00252,False,none,none
txn_00253,False,none,none
txn_00254,False,none,none
txn_00255,False,none,none
txn_00256,False,none,none
txn_00257,False,none,none
txn_00258,False,none,none
txn_00259,False,none,none
txn_00260,False,none,none
txn_00261,False,none,none
txn_00262,False,none,none
txn_00263,False,none,none
txn_00264,False,none,none
txn_00265,False,none,none
txn_00266,False,none,none
txn_00267,False,none,none
txn_00268,False,none,none
txn_00269,False,none,none
txn_00270,False,none,none
txn_00271,False,none,none
txn_00272,False,none,none
txn_00273,False,none,none
txn_00274,False,none,none
txn_00275,False,none,none
txn_00276,False,none,none
txn_00277,False,none,none
txn_00278,False,none,none
txn_00279,False,none,none
txn_00280,False,none,none
txn_00281,False,none,none
txn_00282,False,none,none
txn_00283,False,none,none
txn_00284,False,none,none
txn_00285,False,none,none
txn_00286,False,none,none
txn_00287,False,none,none
txn_00288,False,none,none
txn_00289,False,none,none
txn_00290,False,none,none
txn_00291,False,none,none
txn_00292,False,none,none
txn_00293,False,none,none
txn_00294,False,none,none
txn_00295,False,none,none
txn_00296,False,none,none
txn_00297,False,none,none
txn_00298,False,none,none
txn_00299,False,none,none
txn_00300,False,none,none
txn_00301,False,none,none
txn_00302,False,none,none
txn_00303,False,none,none
txn_00304,False,none,none
txn_00305,False,none,none
txn_00306,False,none,none
txn_00307,False,none,none
txn_00308,False,none,none
txn_00309,False,none,none
txn_00310,False,none,none
txn_00311,False,none,none
txn_00312,False,none,none
txn_00313,False,none,none
txn_00314,False,none,none
txn_00315,False,none,none
txn_00316,False,none,none
txn_00317,False,none,none
txn_00318,False,none,none
txn_00319,False,none,none
txn_00320,False,none,none
txn_00321,False,none,none
txn_00322,False,none,none
txn_00323,False,none,none
txn_00324,False,none,none
txn_00325,False,none,none
txn_00326,False,none,none
txn_00327,False,none,none
txn_00328,False,none,none
txn_00329,False,none,none
txn_00330,False,none,none
txn_00331,False,none,none
txn_00332,False,none,none
txn_00333,False,none,none
txn_00334,False,none,none
txn_00335,False,none,none
txn_00336,False,none,none
txn_00337,False,none,none
txn_00338,False,none,none
txn_00339,False,none,none
txn_00340,False,none,none
txn_00341,False,none,none
txn_00342,False,none,none
txn_00343,False,none,none
txn_00344,False,none,none
txn_00345,False,none,none
txn_00346,False,none,none
txn_00347,False,none,none
txn_00348,False,none,none
txn_00349,False,none,none
txn_00350,False,none,none
txn_00351,False,none,none
txn_00352,False,none,none
txn_00353,False,none,none
txn_00354,False,none,none
txn_00355,False,none,none
txn_00356,False,none,none
txn_00357,False,none,none
txn_00358,False,none,none
txn_00359,False,none,none
txn_00360,False,none,none
txn_00361,False,none,none
txn_00362,False,none,none
txn_00363,False,none,none
txn_00364,False,none,none
txn_00365,False,none,none
txn_00366,False,none,none
txn_00367,False,none,none
txn_00368,False,none,none
txn_00369,False,none,none
txn_00370,False,none,none
txn_00371,False,none,none
txn_00372,False,none,none
txn_00373,False,none,none
txn_00374,False,none,none
txn_00375,False,none,none
txn_00376,False,none,none
txn_00377,False,none,none
txn_00378,False,none,none
txn_00379,False,none,none
txn_00380,False,none,none
txn_00381,False,none,none
txn_00382,False,none,none
txn_00383,False,none,none
txn_00384,False,none,none
txn_00385,False,none,none
txn_00386,False,none,none
txn_00387,False,none,none
txn_00388,False,none,none
txn_00389,False,none,none
txn_00390,True,cross_merchant_ring,abuse_04
txn_00391,False,none,none
txn_00392,False,none,none
txn_00393,False,none,none
txn_00394,False,none,none
txn_00395,False,none,none
txn_00396,False,none,none
txn_00397,False,none,none
txn_00398,False,none,none
txn_00399,False,none,none
txn_00400,False,none,none
txn_00401,False,none,none
txn_00402,False,none,none
txn_00403,False,none,none
txn_00404,False,none,none
txn_00405,False,none,none
txn_00406,False,none,none
txn_00407,False,none,none
txn_00408,False,none,none
txn_00409,False,none,none
txn_00410,False,none,none
txn_00411,False,none,none
txn_00412,False,none,none
txn_00413,False,none,none
txn_00414,False,none,none
txn_00415,False,none,none
txn_00416,False,none,none
txn_00417,False,none,none
txn_00418,False,none,none
txn_00419,False,none,none
txn_00420,False,none,none
txn_00421,False,none,none
txn_00422,False,none,none
txn_00423,False,none,none
txn_00424,False,none,none
txn_00425,True,velocity_burst,abuse_03
txn_00426,False,none,none
txn_00427,False,none,none
txn_00428,False,none,none
txn_00429,False,none,none
txn_00430,False,none,none
txn_00431,False,none,none
txn_00432,False,none,none
txn_00433,False,none,none
txn_00434,False,none,none
txn_00435,False,none,none
txn_00436,False,none,none
txn_00437,False,none,none
txn_00438,False,none,none
txn_00439,False,none,none
txn_00440,False,none,none
txn_00441,False,none,none
txn_00442,False,none,none
txn_00443,False,none,none
txn_00444,False,none,none
txn_00445,False,none,none
txn_00446,False,none,none
txn_00447,False,none,none
txn_00448,False,none,none
txn_00449,False,none,none
txn_00450,False,none,none
txn_00451,False,none,none
txn_00452,False,none,none
txn_00453,False,none,none
txn_00454,False,none,none
txn_00455,False,none,none
txn_00456,False,none,none
txn_00457,False,none,none
txn_00458,False,none,none
txn_00459,False,none,none
txn_00460,False,none,none
txn_00461,False,none,none
txn_00462,False,none,none
txn_00463,False,none,none
txn_00464,False,none,none
txn_00465,False,none,none
txn_00466,False,none,none
txn_00467,False,none,none
txn_00468,False,none,none
txn_00469,False,none,none
txn_00470,False,none,none
txn_00471,False,none,none
txn_00472,False,none,none
txn_00473,False,none,none
txn_00474,False,none,none
txn_00475,False,none,none
txn_00476,False,none,none
txn_00477,False,none,none
txn_00478,False,none,none
txn_00479,False,none,none
txn_00480,False,none,none
txn_00481,False,none,none
txn_00482,False,none,none
txn_00483,False,none,none
txn_00484,False,none,none
txn_00485,False,none,none
txn_00486,False,none,none
txn_00487,False,none,none
txn_00488,False,none,none
txn_00489,False,none,none
txn_00490,False,none,none
txn_00491,False,none,none
txn_00492,False,none,none
txn_00493,False,none,none
txn_00494,False,none,none
txn_00495,False,none,none
txn_00496,False,none,none
txn_00497,True,velocity_burst,abuse_03
txn_00498,False,none,none
txn_00499,False,none,none
txn_00500,False,none,none
txn_00501,False,none,none
txn_00502,False,none,none
txn_00503,False,none,none
txn_00504,False,none,none
txn_00505,False,none,none
txn_00506,False,none,none
txn_00507,False,none,none
txn_00508,False,none,none
txn_00509,False,none,none
txn_00510,False,none,none
txn_00511,False,none,none
txn_00512,False,none,none
txn_00513,False,none,none
txn_00514,False,none,none
txn_00515,False,none,none
txn_00516,False,none,none
txn_00517,False,none,none
txn_00518,False,none,none
txn_00519,False,none,none
txn_00520,False,none,none
txn_00521,False,none,none
txn_00522,False,none,none
txn_00523,False,none,none
txn_00524,False,none,none
txn_00525,False,none,none
txn_00526,False,none,none
txn_00527,False,none,none
txn_00528,False,none,none
txn_00529,False,none,none
txn_00530,False,none,none
txn_00531,False,none,none
txn_00532,False,none,none
txn_00533,False,none,none
txn_00534,False,none,none
txn_00535,False,none,none
txn_00536,False,none,none
txn_00537,False,none,none
txn_00538,False,none,none
txn_00539,False,none,none
txn_00540,False,none,none
txn_00541,False,none,none
txn_00542,False,none,none
txn_00543,False,none,none
txn_00544,False,none,none
txn_00545,False,none,none
txn_00546,False,none,none
txn_00547,False,none,none
txn_00548,False,none,none
txn_00549,False,none,none
txn_00550,False,none,none
txn_00551,False,none,none
txn_00552,False,none,none
txn_00553,False,none,none
txn_00554,False,none,none
txn_00555,False,none,none
txn_00556,False,none,none
txn_00557,False,none,none
txn_00558,True,cross_merchant_ring,abuse_04
txn_00559,False,none,none
txn_00560,False,none,none
txn_00561,False,none,none
txn_00562,False,none,none
txn_00563,False,none,none
txn_00564,False,none,none
txn_00565,False,none,none
txn_00566,False,none,none
txn_00567,False,none,none
txn_00568,False,none,none
txn_00569,False,none,none
txn_00570,False,none,none
txn_00571,False,none,none
txn_00572,False,none,none
txn_00573,False,none,none
txn_00574,False,none,none
txn_00575,False,none,none
txn_00576,False,none,none
txn_00577,False,none,none
txn_00578,False,none,none
txn_00579,False,none,none
txn_00580,False,none,none
txn_00581,False,none,none
txn_00582,True,shared_device,abuse_01
txn_00583,False,none,none
txn_00584,False,none,none
txn_00585,False,none,none
txn_00586,False,none,none
txn_00587,False,none,none
txn_00588,False,none,none
txn_00589,False,none,none
txn_00590,False,none,none
txn_00591,False,none,none
txn_00592,False,none,none
txn_00593,False,none,none
txn_00594,False,none,none
txn_00595,False,none,none
txn_00596,False,none,none
txn_00597,False,none,none
txn_00598,False,none,none
txn_00599,False,none,none
txn_00600,False,none,none
txn_00601,False,none,none
txn_00602,False,none,none
txn_00603,False,none,none
txn_00604,False,none,none
txn_00605,False,none,none
txn_00606,False,none,none
txn_00607,False,none,none
txn_00608,False,none,none
txn_00609,False,none,none
txn_00610,False,none,none
txn_00611,False,none,none
txn_00612,False,none,none
txn_00613,False,none,none
txn_00614,False,none,none
txn_00615,False,none,none
txn_00616,False,none,none
txn_00617,False,none,none
txn_00618,False,none,none
txn_00619,False,none,none
txn_00620,False,none,none
txn_00621,False,none,none
txn_00622,False,none,none
txn_00623,False,none,none
txn_00624,False,none,none
txn_00625,False,none,none
txn_00626,False,none,none
txn_00627,False,none,none
txn_00628,False,none,none
txn_00629,True,cross_merchant_ring,abuse_04
txn_00630,False,none,none
txn_00631,False,none,none
txn_00632,True,cross_merchant_ring,abuse_04
txn_00633,False,none,none
txn_00634,False,none,none
txn_00635,False,none,none
txn_00636,False,none,none
txn_00637,False,none,none
txn_00638,False,none,none
txn_00639,False,none,none
txn_00640,False,none,none
txn_00641,False,none,none
txn_00642,False,none,none
txn_00643,False,none,none
txn_00644,False,none,none
txn_00645,False,none,none
txn_00646,False,none,none
txn_00647,False,none,none
txn_00648,False,none,none
txn_00649,False,none,none
txn_00650,False,none,none
txn_00651,False,none,none
txn_00652,False,none,none
txn_00653,False,none,none
txn_00654,False,none,none
txn_00655,False,none,none
txn_00656,False,none,none
txn_00657,False,none,none
txn_00658,False,none,none
txn_00659,False,none,none
txn_00660,False,none,none
txn_00661,False,none,none
txn_00662,False,none,none
txn_00663,False,none,none
txn_00664,False,none,none
txn_00665,False,none,none
txn_00666,False,none,none
txn_00667,False,none,none
txn_00668,False,none,none
txn_00669,False,none,none
txn_00670,False,none,none
txn_00671,False,none,none
txn_00672,False,none,none
txn_00673,False,none,none
txn_00674,False,none,none
txn_00675,False,none,none
txn_00676,False,none,none
txn_00677,False,none,none
txn_00678,True,shared_payment_instrument,abuse_02
txn_00679,False,none,none
txn_00680,False,none,none
txn_00681,False,none,none
txn_00682,False,none,none
txn_00683,False,none,none
txn_00684,False,none,none
txn_00685,False,none,none
txn_00686,False,none,none
txn_00687,False,none,none
txn_00688,False,none,none
txn_00689,False,none,none
txn_00690,False,none,none
txn_00691,False,none,none
txn_00692,False,none,none
txn_00693,False,none,none
txn_00694,False,none,none
txn_00695,False,none,none
txn_00696,False,none,none
txn_00697,False,none,none
txn_00698,False,none,none
txn_00699,False,none,none
txn_00700,False,none,none
txn_00701,False,none,none
txn_00702,False,none,none
txn_00703,False,none,none
txn_00704,False,none,none
txn_00705,True,velocity_burst,abuse_03
txn_00706,False,none,none
txn_00707,False,none,none
txn_00708,False,none,none
txn_00709,False,none,none
txn_00710,False,none,none
txn_00711,False,none,none
txn_00712,False,none,none
txn_00713,False,none,none
txn_00714,False,none,none
txn_00715,False,none,none
txn_00716,False,none,none
txn_00717,False,none,none
txn_00718,False,none,none
txn_00719,False,none,none
txn_00720,False,none,none
txn_00721,False,none,none
txn_00722,False,none,none
txn_00723,False,none,none
txn_00724,False,none,none
txn_00725,False,none,none
txn_00726,False,none,none
txn_00727,False,none,none
txn_00728,False,none,none
txn_00729,False,none,none
txn_00730,False,none,none
txn_00731,False,none,none
txn_00732,False,none,none
txn_00733,False,none,none
txn_00734,False,none,none
txn_00735,False,none,none
txn_00736,False,none,none
txn_00737,False,none,none
txn_00738,False,none,none
txn_00739,False,none,none
txn_00740,False,none,none
txn_00741,False,none,none
txn_00742,False,none,none
txn_00743,False,none,none
txn_00744,False,none,none
txn_00745,False,none,none
txn_00746,False,none,none
txn_00747,False,none,none
txn_00748,False,none,none
txn_00749,False,none,none
txn_00750,False,none,none
txn_00751,False,none,none
txn_00752,True,velocity_burst,abuse_03
txn_00753,False,none,none
txn_00754,False,none,none
txn_00755,True,velocity_burst,abuse_03
txn_00756,False,none,none
txn_00757,False,none,none
txn_00758,False,none,none
txn_00759,False,none,none
txn_00760,False,none,none
txn_00761,False,none,none
txn_00762,False,none,none
txn_00763,False,none,none
txn_00764,False,none,none
txn_00765,False,none,none
txn_00766,False,none,none
txn_00767,False,none,none
txn_00768,False,none,none
txn_00769,False,none,none
txn_00770,False,none,none
txn_00771,False,none,none
txn_00772,False,none,none
txn_00773,False,none,none
txn_00774,False,none,none
txn_00775,False,none,none
txn_00776,False,none,none
txn_00777,False,none,none
txn_00778,False,none,none
txn_00779,False,none,none
txn_00780,False,none,none
txn_00781,False,none,none
txn_00782,False,none,none
txn_00783,False,none,none
txn_00784,False,none,none
txn_00785,False,none,none
txn_00786,False,none,none
txn_00787,False,none,none
txn_00788,False,none,none
txn_00789,False,none,none
txn_00790,False,none,none
txn_00791,False,none,none
txn_00792,False,none,none
txn_00793,False,none,none
txn_00794,False,none,none
txn_00795,False,none,none
txn_00796,False,none,none
txn_00797,False,none,none
txn_00798,False,none,none
txn_00799,False,none,none
txn_00800,False,none,none
txn_00801,False,none,none
txn_00802,False,none,none
txn_00803,True,velocity_burst,abuse_03
txn_00804,False,none,none
txn_00805,False,none,none
txn_00806,False,none,none
txn_00807,False,none,none
txn_00808,False,none,none
txn_00809,False,none,none
txn_00810,False,none,none
txn_00811,False,none,none
txn_00812,False,none,none
txn_00813,False,none,none
txn_00814,False,none,none
txn_00815,False,none,none
txn_00816,False,none,none
txn_00817,False,none,none
txn_00818,False,none,none
txn_00819,False,none,none
txn_00820,False,none,none
txn_00821,False,none,none
txn_00822,False,none,none
txn_00823,False,none,none
txn_00824,False,none,none
txn_00825,False,none,none
txn_00826,False,none,none
txn_00827,False,none,none
txn_00828,False,none,none
txn_00829,False,none,none
txn_00830,False,none,none
txn_00831,False,none,none
txn_00832,False,none,none
txn_00833,False,none,none
txn_00834,False,none,none
txn_00835,False,none,none
txn_00836,False,none,none
txn_00837,False,none,none
txn_00838,False,none,none
txn_00839,True,velocity_burst,abuse_03
txn_00840,False,none,none
txn_00841,False,none,none
txn_00842,False,none,none
txn_00843,True,shared_payment_instrument,abuse_02
txn_00844,False,none,none
txn_00845,False,none,none
txn_00846,False,none,none
txn_00847,False,none,none
txn_00848,False,none,none
txn_00849,False,none,none
txn_00850,False,none,none
txn_00851,False,none,none
txn_00852,False,none,none
txn_00853,False,none,none
txn_00854,False,none,none
txn_00855,False,none,none
txn_00856,False,none,none
txn_00857,False,none,none
txn_00858,False,none,none
txn_00859,False,none,none
txn_00860,False,none,none
txn_00861,False,none,none
txn_00862,False,none,none
txn_00863,False,none,none
txn_00864,False,none,none
txn_00865,False,none,none
txn_00866,False,none,none
txn_00867,False,none,none
txn_00868,False,none,none
txn_00869,False,none,none
txn_00870,False,none,none
txn_00871,False,none,none
txn_00872,False,none,none
txn_00873,False,none,none
txn_00874,False,none,none
txn_00875,False,none,none
txn_00876,False,none,none
txn_00877,False,none,none
txn_00878,False,none,none
txn_00879,False,none,none
txn_00880,False,none,none
txn_00881,False,none,none
txn_00882,False,none,none
txn_00883,False,none,none
txn_00884,False,none,none
txn_00885,False,none,none
txn_00886,False,none,none
txn_00887,False,none,none
txn_00888,False,none,none
txn_00889,True,shared_payment_instrument,abuse_02
txn_00890,False,none,none
txn_00891,False,none,none
txn_00892,False,none,none
txn_00893,False,none,none
txn_00894,False,none,none
txn_00895,False,none,none
txn_00896,False,none,none
txn_00897,False,none,none
txn_00898,False,none,none
txn_00899,False,none,none
txn_00900,False,none,none
txn_00901,False,none,none
txn_00902,False,none,none
txn_00903,False,none,none
txn_00904,False,none,none
txn_00905,False,none,none
txn_00906,False,none,none
txn_00907,False,none,none
txn_00908,False,none,none
txn_00909,False,none,none
txn_00910,False,none,none
txn_00911,False,none,none
txn_00912,False,none,none
txn_00913,False,none,none
txn_00914,False,none,none
txn_00915,False,none,none
txn_00916,False,none,none
txn_00917,False,none,none
txn_00918,False,none,none
txn_00919,False,none,none
txn_00920,False,none,none
txn_00921,False,none,none
txn_00922,False,none,none
txn_00923,False,none,none
txn_00924,False,none,none
txn_00925,False,none,none
txn_00926,False,none,none
txn_00927,False,none,none
txn_00928,False,none,none
txn_00929,False,none,none
txn_00930,False,none,none
txn_00931,False,none,none
txn_00932,False,none,none
txn_00933,False,none,none
txn_00934,False,none,none
txn_00935,False,none,none
txn_00936,False,none,none
txn_00937,False,none,none
txn_00938,False,none,none
txn_00939,False,none,none
txn_00940,False,none,none
txn_00941,False,none,none
txn_00942,False,none,none
txn_00943,False,none,none
txn_00944,False,none,none
txn_00945,False,none,none
txn_00946,False,none,none
txn_00947,False,none,none
txn_00948,False,none,none
txn_00949,False,none,none
txn_00950,False,none,none
txn_00951,False,none,none
txn_00952,False,none,none
txn_00953,False,none,none
txn_00954,False,none,none
txn_00955,False,none,none
txn_00956,False,none,none
txn_00957,False,none,none
txn_00958,False,none,none
txn_00959,False,none,none
txn_00960,False,none,none
txn_00961,False,none,none
txn_00962,False,none,none
txn_00963,False,none,none
txn_00964,False,none,none
txn_00965,False,none,none
txn_00966,False,none,none
txn_00967,False,none,none
txn_00968,False,none,none
txn_00969,False,none,none
txn_00970,False,none,none
txn_00971,False,none,none
txn_00972,False,none,none
txn_00973,False,none,none
txn_00974,False,none,none
txn_00975,False,none,none
txn_00976,False,none,none
txn_00977,False,none,none
txn_00978,False,none,none
txn_00979,False,none,none
txn_00980,False,none,none
txn_00981,False,none,none
txn_00982,False,none,none
txn_00983,False,none,none
txn_00984,False,none,none
txn_00985,False,none,none
txn_00986,False,none,none
txn_00987,False,none,none
txn_00988,False,none,none
txn_00989,False,none,none
txn_00990,False,none,none
txn_00991,False,none,none
txn_00992,False,none,none
txn_00993,False,none,none
txn_00994,False,none,none
txn_00995,False,none,none
txn_00996,False,none,none
txn_00997,False,none,none
txn_00998,False,none,none
txn_00999,False,none,none
txn_01000,False,none,none
txn_01001,False,none,none
txn_01002,False,none,none
txn_01003,False,none,none
txn_01004,False,none,none
txn_01005,False,none,none
txn_01006,False,none,none
txn_01007,False,none,none
txn_01008,False,none,none
txn_01009,False,none,none
txn_01010,False,none,none
txn_01011,False,none,none
txn_01012,False,none,none
txn_01013,False,none,none
txn_01014,False,none,none
txn_01015,False,none,none
txn_01016,False,none,none
txn_01017,False,none,none
txn_01018,False,none,none
txn_01019,False,none,none
txn_01020,False,none,none
txn_01021,False,none,none
txn_01022,False,none,none
txn_01023,False,none,none
txn_01024,False,none,none
txn_01025,False,none,none
txn_01026,False,none,none
txn_01027,False,none,none
txn_01028,False,none,none
txn_01029,False,none,none
txn_01030,False,none,none
txn_01031,False,none,none
txn_01032,False,none,none
txn_01033,False,none,none
txn_01034,False,none,none
txn_01035,False,none,none
txn_01036,False,none,none
txn_01037,False,none,none
txn_01038,False,none,none
txn_01039,False,none,none
txn_01040,True,cross_merchant_ring,abuse_04
txn_01041,False,none,none
txn_01042,False,none,none
txn_01043,False,none,none
txn_01044,False,none,none
txn_01045,False,none,none
txn_01046,False,none,none
txn_01047,False,none,none
txn_01048,False,none,none
txn_01049,False,none,none
txn_01050,False,none,none
txn_01051,False,none,none
txn_01052,False,none,none
txn_01053,False,none,none
txn_01054,False,none,none
txn_01055,False,none,none
txn_01056,False,none,none
txn_01057,True,shared_payment_instrument,abuse_02
txn_01058,False,none,none
txn_01059,False,none,none
txn_01060,False,none,none
txn_01061,False,none,none
txn_01062,False,none,none
txn_01063,False,none,none
txn_01064,False,none,none
txn_01065,False,none,none
txn_01066,False,none,none
txn_01067,False,none,none
txn_01068,False,none,none
txn_01069,False,none,none
txn_01070,False,none,none
txn_01071,False,none,none
txn_01072,True,cross_merchant_ring,abuse_04
txn_01073,False,none,none
txn_01074,False,none,none
txn_01075,False,none,none
txn_01076,False,none,none
txn_01077,False,none,none
txn_01078,True,cross_merchant_ring,abuse_04
txn_01079,False,none,none
txn_01080,False,none,none
txn_01081,False,none,none
txn_01082,False,none,none
txn_01083,False,none,none
txn_01084,False,none,none
txn_01085,False,none,none
txn_01086,False,none,none
txn_01087,False,none,none
txn_01088,False,none,none
txn_01089,False,none,none
txn_01090,False,none,none
txn_01091,False,none,none
txn_01092,False,none,none
txn_01093,False,none,none
txn_01094,False,none,none
txn_01095,False,none,none
txn_01096,False,none,none
txn_01097,False,none,none
txn_01098,False,none,none
txn_01099,True,cross_merchant_ring,abuse_04
txn_01100,False,none,none
txn_01101,False,none,none
txn_01102,False,none,none
txn_01103,False,none,none
txn_01104,False,none,none
txn_01105,False,none,none
txn_01106,False,none,none
txn_01107,False,none,none
txn_01108,False,none,none
txn_01109,False,none,none
txn_01110,False,none,none
txn_01111,False,none,none
txn_01112,False,none,none
txn_01113,False,none,none
txn_01114,False,none,none
txn_01115,False,none,none
txn_01116,False,none,none
txn_01117,False,none,none
txn_01118,False,none,none
txn_01119,False,none,none
txn_01120,False,none,none
txn_01121,False,none,none
txn_01122,False,none,none
txn_01123,False,none,none
txn_01124,False,none,none
txn_01125,False,none,none
txn_01126,False,none,none
txn_01127,False,none,none
txn_01128,False,none,none
txn_01129,False,none,none
txn_01130,False,none,none
txn_01131,False,none,none
txn_01132,False,none,none
txn_01133,False,none,none
txn_01134,False,none,none
txn_01135,False,none,none
txn_01136,False,none,none
txn_01137,False,none,none
