transaction_id,timestamp,merchant_id,customer_id,device_id,payment_instrument_id,ip_hash,amount,currency,status
txn_00015,2025-01-18 23:23:03+00:00,mrc_00089,cus_00637,dev_00208,ins_00700,ip_ec3c75b6,318.95,USD,succeeded
txn_00016,2025-02-19 08:47:23+00:00,mrc_00037,cus_00536,dev_00415,ins_00574,ip_c76c3310,2823.29,INR,succeeded
txn_00017,2025-01-14 19:19:40+00:00,mrc_00088,cus_01736,dev_00146,ins_00822,ip_005be898,2341.86,INR,succeeded
txn_00018,2025-03-09 18:01:21+00:00,mrc_00096,cus_01180,dev_00331,ins_00746,ip_62e5c711,422.81,INR,succeeded
txn_00019,2025-03-18 15:54:11+00:00,mrc_00028,cus_00709,dev_00003,ins_00843,ip_888be754,185.23,INR,succeeded
txn_00020,2025-03-11 20:06:55+00:00,mrc_00012,cus_00992,dev_00240,ins_00502,ip_ad49dc1e,1203.32,INR,succeeded
txn_00021,2025-04-23 08:31:46+00:00,mrc_00030,cus_01926,dev_00298,ins_00573,ip_cc8f330a,6414.5,USD,succeeded
txn_00022,2025-03-27 06:56:06+00:00,mrc_00064,cus_00636,dev_00229,ins_00793,ip_e19b0a75,7609.8,INR,succeeded
txn_00023,2025-01-05 15:00:48+00:00,mrc_00008,cus_01043,dev_00108,ins_00642,ip_d10a0ffd,1013.87,USD,succeeded
txn_00024,2025-01-25 19:40:45+00:00,mrc_00072,cus_00968,dev_00430,ins_00060,ip_327b793b,1570.22,USD,succeeded
txn_00025,2025-03-01 16:05:49+00:00,mrc_00046,cus_01404,dev_00134,ins_00272,ip_a9fde377,1816.98,INR,succeeded
txn_00026,2025-02-08 10:49:29+00:00,mrc_00020,cus_00198,dev_00276,ins_00757,ip_080b3f57,1250.46,INR,succeeded
txn_00027,2025-01-24 07:26:00+00:00,mrc_00003,cus_01098,dev_00235,ins_00862,ip_220c0ea3,44202.4,INR,succeeded
txn_00028,2025-03-05 08:21:15+00:00,mrc_00067,cus_01597,dev_00100,ins_00225,ip_4fbe5f9d,1841.84,INR,failed
txn_00029,2025-03-05 18:45:29+00:00,mrc_00049,cus_01192,dev_00360,ins_00984,ip_a2034ec8,1167.84,INR,succeeded
txn_00030,2025-02-24 12:11:53+00:00,mrc_00063,cus_01775,dev_00426,ins_00887,ip_dcf5df86,14203.87,INR,succeeded
txn_00031,2025-04-13 19:11:08+00:00,mrc_00035,cus_00810,dev_00492,ins_00831,ip_bcfda4bf,4636.86,INR,succeeded
txn_00032,2025-02-15 14:52:16+00:00,mrc_00013,cus_00771,dev_00248,ins_00197,ip_76fde05a,479.12,INR,succeeded
txn_00033,2025-04-05 10:22:54+00:00,mrc_00046,cus_00845,dev_00476,ins_00281,ip_16ebd6d6,1449.99,USD,succeeded
txn_00034,2025-03-25 20:03:30+00:00,mrc_00096,cus_01994,dev_00422,ins_00586,ip_41c85bae,936.2,USD,succeeded
txn_00035,2025-04-27 13:18:52+00:00,mrc_00021,cus_01223,dev_00324,ins_00187,ip_a6b85495,5345.53,INR,succeeded
txn_00036,2025-03-18 08:25:56+00:00,mrc_00066,cus_00306,dev_00398,ins_00962,ip_e928daaa,5885.77,INR,succeeded
txn_00037,2025-02-28 03:26:42+00:00,mrc_00005,cus_00082,dev_00370,ins_00364,ip_1e7f8a31,7551.07,USD,succeeded
txn_00038,2025-01-01 02:49:54+00:00,mrc_00070,cus_01038,dev_00115,ins_00866,ip_0ace3a0b,3688.21,INR,succeeded
txn_00039,2025-03-21 14:35:13+00:00,mrc_00023,cus_01612,dev_00312,ins_00843,ip_84c34752,3351.11,GBP,succeeded
txn_00040,2025-03-05 08:13:09+00:00,mrc_00046,cus_00959,dev_00376,ins_00640,ip_ce7a9504,1634.86,INR,succeeded
txn_00041,2025-04-18 19:42:50+00:00,mrc_00038,cus_01121,dev_00321,ins_00786,ip_37e5f5e3,300.56,INR,reversed
txn_00042,2025-03-13 12:34:49+00:00,mrc_00009,cus_01597,dev_00273,ins_00225,ip_cc90a7b8,6487.99,INR,succeeded
txn_00043,2025-03-25 17:08:18+00:00,mrc_00037,cus_01033,dev_00167,ins_00291,ip_feab4e8e,964.08,INR,succeeded
txn_00044,2025-04-20 09:56:01+00:00,mrc_00037,cus_01818,dev_00289,ins_00516,ip_84de928c,2545.14,USD,succeeded
txn_00045,2025-04-26 16:53:15+00:00,mrc_00053,cus_01276,dev_00076,ins_00133,ip_b3441d33,5199.34,INR,declined
txn_00046,2025-01-27 11:44:13+00:00,mrc_00098,cus_01463,dev_00163,ins_00791,ip_438a7e74,282.57,USD,succeeded
txn_00047,2025-01-30 11:10:53+00:00,mrc_00049,cus_01563,dev_00012,ins_00118,ip_b3954ca0,181.57,INR,succeeded
txn_00048,2025-04-05 01:45:35+00:00,mrc_00092,cus_01254,dev_00059,ins_00852,ip_6f3f52a5,466.93,USD,succeeded
txn_00049,2025-01-17 04:42:59+00:00,mrc_00048,cus_00101,dev_00382,ins_00441,ip_ccf769f5,1279.72,INR,succeeded
txn_00050,2025-04-09 08:22:02+00:00,mrc_00009,cus_00855,dev_00355,ins_00787,ip_5aa99389,2597.22,INR,succeeded
txn_00051,2025-01-18 21:28:53+00:00,mrc_00021,cus_00283,dev_00144,ins_00151,ip_92aa1f5d,11655.32,USD,succeeded
txn_00052,2025-02-13 16:49:59+00:00,mrc_00044,cus_01021,dev_00343,ins_00499,ip_24453a88,6178.5,USD,succeeded
txn_00053,2025-04-13 06:56:35+00:00,mrc_00036,cus_00287,dev_00420,ins_00704,ip_a9286088,379.36,GBP,succeeded
txn_00054,2025-01-17 12:34:07+00:00,mrc_00088,cus_01019,dev_00107,ins_00884,ip_98563cf1,4370.27,INR,succeeded
txn_00055,2025-01-07 08:10:27+00:00,mrc_00066,cus_00688,dev_00402,ins_00534,ip_5d449c36,2840.3,INR,succeeded
txn_00056,2025-04-02 01:48:35+00:00,mrc_00059,cus_00041,dev_00459,ins_00350,ip_3218909c,294.95,INR,succeeded
txn_00057,2025-04-08 04:33:54+00:00,mrc_00049,cus_00250,dev_00337,ins_00253,ip_f3a47903,193.74,INR,succeeded
txn_00058,2025-04-01 12:17:14+00:00,mrc_00044,cus_01007,dev_00204,ins_00422,ip_ff014bb8,2326.46,USD,succeeded
txn_00059,2025-02-25 16:37:24+00:00,mrc_00062,cus_00158,dev_00049,ins_00349,ip_7fd82f13,910.88,INR,succeeded
txn_00060,2025-04-02 15:07:33+00:00,mrc_00011,cus_01712,dev_00385,ins_00568,ip_930d1323,21085.67,INR,succeeded
txn_00061,2025-03-24 22:44:49+00:00,mrc_00014,cus_01518,dev_00421,ins_00277,ip_a2eab73a,861.02,INR,succeeded
txn_00062,2025-02-15 08:36:18+00:00,mrc_00034,cus_01419,dev_00401,ins_00696,ip_1df10b1d,11137.61,INR,succeeded
txn_00063,2025-03-31 11:11:18+00:00,mrc_00015,cus_00345,dev_00078,ins_00147,ip_3fb67170,741.72,INR,succeeded
txn_00064,2025-01-24 04:39:55+00:00,mrc_00066,cus_01592,dev_00383,ins_00304,ip_9d56721e,3402.96,INR,succeeded
txn_00065,2025-02-20 22:15:56+00:00,mrc_00003,cus_01270,dev_00230,ins_00746,ip_9ecacb44,11491.8,INR,succeeded
txn_00066,2025-04-10 06:47:31+00:00,mrc_00014,cus_00781,dev_00008,ins_00889,ip_614fd1ba,360.39,INR,succeeded
txn_00067,2025-01-18 12:43:16+00:00,mrc_00092,cus_00001,dev_00416,ins_00942,ip_80f8c08c,245.66,INR,succeeded
txn_00068,2025-02-20 11:35:22+00:00,mrc_00100,cus_01058,dev_00494,ins_00144,ip_2f88431d,846.56,INR,succeeded
txn_00069,2025-03-16 00:54:07+00:00,mrc_00049,cus_01592,dev_00383,ins_00304,ip_bab2c867,636.48,INR,succeeded
txn_00070,2025-03-13 17:40:57+00:00,mrc_00049,cus_00067,dev_00028,ins_00040,ip_4c1481a7,349.74,INR,succeeded
txn_00071,2025-04-25 18:47:25+00:00,mrc_00076,cus_00106,dev_00014,ins_00970,ip_fdae46e3,6270.67,INR,succeeded
txn_00072,2025-03-21 07:44:13+00:00,mrc_00004,cus_00766,dev_00265,ins_00566,ip_4183397c,6554.69,INR,succeeded
txn_00073,2025-01-04 01:34:31+00:00,mrc_00046,cus_01024,dev_00269,ins_00509,ip_0ae88430,3593.14,INR,succeeded
txn_00074,2025-04-30 10:48:56+00:00,mrc_00009,cus_00949,dev_00426,ins_00627,ip_952bdbbb,767.75,INR,succeeded
txn_00075,2025-01-28 05:39:04+00:00,mrc_00005,cus_01050,dev_00337,ins_00280,ip_279bc256,3779.7,INR,succeeded
txn_00076,2025-03-13 08:04:53+00:00,mrc_00099,cus_00511,dev_00113,ins_00597,ip_4693b534,6121.12,INR,succeeded
txn_00077,2025-04-15 22:17:27+00:00,mrc_00074,cus_00120,dev_00367,ins_00155,ip_863c5484,592.82,INR,succeeded
txn_00078,2025-03-14 20:58:30+00:00,mrc_00099,cus_00063,dev_00284,ins_00890,ip_0c4632df,14590.62,INR,succeeded
txn_00079,2025-01-09 08:56:26+00:00,mrc_00074,cus_00198,dev_00466,ins_00456,ip_3a16fa9b,335.05,INR,succeeded
txn_00080,2025-02-12 03:17:15+00:00,mrc_00061,cus_01381,dev_00468,ins_00356,ip_d16526e2,3865.31,INR,succeeded
txn_00081,2025-01-02 05:10:57+00:00,mrc_00074,cus_01572,dev_00406,ins_00656,ip_438d1b85,1609.72,INR,succeeded
txn_00082,2025-02-20 13:50:27+00:00,mrc_00065,cus_00871,dev_00101,ins_00753,ip_49122b08,9693.52,USD,succeeded
txn_00083,2025-04-16 08:04:27+00:00,mrc_00049,cus_00155,dev_00390,ins_00916,ip_7087d7c0,902.69,GBP,succeeded
txn_00084,2025-01-31 22:15:53+00:00,mrc_00032,cus_00832,dev_00445,ins_00150,ip_4dfe3d03,1020.59,INR,succeeded
txn_00085,2025-04-03 04:10:26+00:00,mrc_00053,cus_01972,dev_00027,ins_00362,ip_f2cce684,4315.7,INR,succeeded
txn_00086,2025-01-06 02:38:50+00:00,mrc_00028,cus_00500,dev_00189,ins_00704,ip_6eed6e2d,619.13,GBP,succeeded
txn_00087,2025-01-31 11:10:25+00:00,mrc_00049,cus_00983,dev_00449,ins_00472,ip_38301977,439.41,INR,succeeded
txn_00088,2025-03-10 18:29:00+00:00,mrc_00013,cus_01076,dev_00043,ins_00096,ip_cb154ceb,258.64,INR,succeeded
txn_00089,2025-04-26 23:24:12+00:00,mrc_00058,cus_00660,dev_00325,ins_00107,ip_0559dfc9,1572.63,INR,failed
txn_00090,2025-03-16 06:11:04+00:00,mrc_00024,cus_00877,dev_00343,ins_00214,ip_9d77c2c6,2647.74,INR,succeeded
txn_00091,2025-03-27 11:46:46+00:00,mrc_00032,cus_00944,dev_00073,ins_00901,ip_7b9122c1,2781.9,USD,succeeded
txn_00092,2025-04-03 16:44:35+00:00,mrc_00049,cus_00948,dev_00221,ins_00446,ip_1671ca1b,296.25,INR,succeeded
txn_00093,2025-01-15 07:00:43+00:00,mrc_00014,cus_01436,dev_00411,ins_00452,ip_3e56aa04,1275.11,USD,succeeded
txn_00094,2025-04-26 03:29:59+00:00,mrc_00096,cus_01162,dev_00013,ins_00902,ip_75abf44c,1634.13,INR,succeeded
txn_00095,2025-02-25 06:18:20+00:00,mrc_00046,cus_00107,dev_00001,ins_00538,ip_073ae400,4138.25,INR,succeeded
txn_00096,2025-02-07 01:17:40+00:00,mrc_00037,cus_00013,dev_00266,ins_00960,ip_c1b6afe4,1532.81,USD,succeeded
txn_00097,2025-04-14 19:23:02+00:00,mrc_00003,cus_00822,dev_00161,ins_00378,ip_cecd7d0c,13322.69,INR,succeeded
txn_00098,2025-02-28 20:43:43+00:00,mrc_00085,cus_01816,dev_00427,ins_00746,ip_0a6dd201,16958.43,INR,succeeded
txn_00099,2025-03-22 03:05:14+00:00,mrc_00063,cus_00074,dev_00195,ins_00196,ip_623eb6eb,25843.4,INR,succeeded
txn_00100,2025-02-14 09:26:01+00:00,mrc_00045,cus_00143,dev_00206,ins_00491,ip_0a5874f7,494.89,INR,succeeded
txn_00101,2025-03-12 07:06:55+00:00,mrc_00024,cus_01359,dev_00023,ins_00914,ip_29eba3c6,2494.39,INR,succeeded
txn_00102,2025-04-09 01:07:43+00:00,mrc_00055,cus_00571,dev_00498,ins_00763,ip_b3b5a9a9,938.16,INR,succeeded
txn_00103,2025-02-20 00:57:34+00:00,mrc_00096,cus_00462,dev_00310,ins_00928,ip_51e05e02,748.7,USD,failed
txn_00104,2025-02-24 05:20:01+00:00,mrc_00040,cus_00415,dev_00500,ins_00223,ip_8065935a,3116.83,INR,succeeded
txn_00105,2025-01-30 18:22:01+00:00,mrc_00013,cus_01331,dev_00031,ins_00618,ip_4422ce29,242.7,INR,succeeded
txn_00106,2025-04-20 11:22:22+00:00,mrc_00009,cus_01048,dev_00366,ins_00294,ip_29ed2711,3278.67,INR,succeeded
txn_00107,2025-03-15 15:09:49+00:00,mrc_00001,cus_01277,dev_00220,ins_00684,ip_d9b1607e,1883.99,INR,succeeded
txn_00108,2025-04-15 11:02:32+00:00,mrc_00074,cus_00561,dev_00124,ins_00411,ip_ab961a9c,366.77,INR,succeeded
txn_00109,2025-01-19 11:03:28+00:00,mrc_00099,cus_01053,dev_00409,ins_00814,ip_dd49c5ec,5643.69,INR,succeeded
txn_00110,2025-02-20 19:58:19+00:00,mrc_00100,cus_01721,dev_00127,ins_00440,ip_14f09e25,1683.31,INR,succeeded
txn_00111,2025-04-08 04:33:04+00:00,mrc_00078,cus_00634,dev_00442,ins_00955,ip_35faa63c,1267.72,INR,succeeded
txn_00112,2025-01-20 13:29:09+00:00,mrc_00014,cus_00793,dev_00431,ins_00892,ip_71d3d60f,357.36,INR,succeeded
txn_00113,2025-01-26 03:34:37+00:00,mrc_00099,cus_00328,dev_00256,ins_00827,ip_ff5b6f19,29653.19,GBP,succeeded
txn_00114,2025-04-21 19:26:13+00:00,mrc_00036,cus_01278,dev_00112,ins_00232,ip_d1e2b9b6,1450.53,INR,succeeded
txn_00115,2025-01-15 11:13:27+00:00,mrc_00036,cus_00066,dev_00312,ins_00956,ip_844bcd84,1159.9,INR,succeeded
txn_00116,2025-02-24 23:22:36+00:00,mrc_00067,cus_00498,dev_00421,ins_00726,ip_2d57ded4,761.36,INR,succeeded
txn_00117,2025-01-09 15:26:39+00:00,mrc_00005,cus_01427,dev_00314,ins_00873,ip_f52749cf,3437.21,INR,succeeded
txn_00118,2025-02-10 18:32:33+00:00,mrc_00083,cus_00039,dev_00175,ins_00920,ip_96f2141a,1302.04,INR,succeeded
txn_00119,2025-04-08 18:56:31+00:00,mrc_00100,cus_01979,dev_00492,ins_00389,ip_c7cf62da,791.61,GBP,succeeded
txn_00120,2025-02-13 15:38:36+00:00,mrc_00076,cus_00809,dev_00047,ins_00261,ip_5eea6853,4630.7,GBP,succeeded
txn_00121,2025-02-26 03:15:40+00:00,mrc_00077,cus_00798,dev_00328,ins_00170,ip_c29df325,1453.77,INR,succeeded
txn_00122,2025-04-20 22:35:03+00:00,mrc_00043,cus_01073,dev_00166,ins_00869,ip_e4b2256e,896.11,INR,succeeded
txn_00123,2025-02-17 20:08:46+00:00,mrc_00005,cus_01279,dev_00061,ins_00031,ip_6c5d126f,19337.02,INR,succeeded
txn_00124,2025-03-14 02:11:18+00:00,mrc_00080,cus_00920,dev_00263,ins_00018,ip_a5881946,448.34,INR,succeeded
txn_00125,2025-03-04 13:01:26+00:00,mrc_00060,cus_01769,dev_00410,ins_00120,ip_c7c5eb4f,293.93,INR,declined
txn_00126,2025-03-28 04:50:54+00:00,mrc_00092,cus_01925,dev_00289,ins_00683,ip_5bf39b4e,379.34,INR,succeeded
txn_00127,2025-03-12 11:27:28+00:00,mrc_00010,cus_00401,dev_00019,ins_00994,ip_a7630594,1494.69,INR,succeeded
txn_00128,2025-04-10 17:49:40+00:00,mrc_00034,cus_01414,dev_00007,ins_00801,ip_7d3c8e6e,27262.1,INR,succeeded
txn_00129,2025-04-16 16:28:46+00:00,mrc_00037,cus_00602,dev_00191,ins_00826,ip_90142800,2481.58,INR,succeeded
txn_00130,2025-04-29 09:48:14+00:00,mrc_00067,cus_01992,dev_00425,ins_00688,ip_86aa6e18,1584.35,INR,succeeded
txn_00131,2025-02-11 06:08:11+00:00,mrc_00079,cus_00507,dev_00284,ins_00537,ip_398c5d81,23481.69,GBP,succeeded
txn_00132,2025-01-22 07:56:43+00:00,mrc_00096,cus_00591,dev_00200,ins_00442,ip_fc0341fd,4923.46,INR,succeeded
txn_00133,2025-01-23 10:51:07+00:00,mrc_00033,cus_01429,dev_00069,ins_00904,ip_50ba2a65,263.96,INR,succeeded
txn_00134,2025-04-05 12:30:39+00:00,mrc_00049,cus_01579,dev_00133,ins_00288,ip_becd8a6d,389.61,INR,succeeded
txn_00135,2025-04-15 06:52:35+00:00,mrc_00003,cus_00258,dev_00467,ins_00960,ip_c73b3ce8,24571.84,INR,succeeded
txn_00136,2025-01-29 23:31:06+00:00,mrc_00026,cus_01112,dev_00303,ins_00713,ip_b6c5d890,12560.83,INR,succeeded
txn_00137,2025-02-27 16:03:54+00:00,mrc_00039,cus_00692,dev_00182,ins_00833,ip_352edd27,1329.58,USD,succeeded
txn_00138,2025-01-03 07:48:30+00:00,mrc_00060,cus_01224,dev_00438,ins_00166,ip_fbd2d050,504.75,INR,succeeded
txn_00139,2025-03-11 12:58:04+00:00,mrc_00049,cus_01114,dev_00294,ins_00703,ip_9ef385c2,566.28,USD,succeeded
txn_00140,2025-03-26 04:23:22+00:00,mrc_00038,cus_01972,dev_00027,ins_00245,ip_2737fad2,223.77,INR,succeeded
txn_00141,2025-01-19 23:29:42+00:00,mrc_00063,cus_01868,dev_00451,ins_00457,ip_9b8505fe,7934.31,INR,succeeded
txn_00142,2025-04-22 04:39:31+00:00,mrc_00084,cus_01308,dev_00417,ins_00057,ip_7797fa7f,565.1,INR,succeeded
txn_00143,2025-01-24 08:06:27+00:00,mrc_00059,cus_00928,dev_00023,ins_00780,ip_b11b71e7,1327.72,INR,succeeded
txn_00144,2025-04-25 21:37:12+00:00,mrc_00036,cus_01798,dev_00026,ins_00665,ip_f6354592,400.89,INR,succeeded
txn_00145,2025-04-23 14:30:32+00:00,mrc_00068,cus_00367,dev_00359,ins_00365,ip_40d0b41b,5373.14,INR,succeeded
txn_00146,2025-01-10 21:48:28+00:00,mrc_00076,cus_01452,dev_00475,ins_00843,ip_da343b4f,4108.0,INR,succeeded
txn_00147,2025-02-23 17:01:27+00:00,mrc_00083,cus_01545,dev_00311,ins_00506,ip_d950fab9,1101.42,INR,succeeded
txn_00148,2025-02-21 01:38:41+00:00,mrc_00020,cus_00255,dev_00164,ins_00657,ip_3474b38a,4075.71,INR,succeeded
txn_00149,2025-01-03 10:01:44+00:00,mrc_00055,cus_01763,dev_00219,ins_00011,ip_4badb1c8,8432.64,INR,succeeded
txn_00150,2025-04-23 06:46:45+00:00,mrc_00091,cus_01399,dev_00322,ins_00554,ip_6be4a268,5947.08,INR,succeeded
txn_00151,2025-01-04 05:55:15+00:00,mrc_00043,cus_00695,dev_00377,ins_00830,ip_4982d956,290.44,INR,succeeded
txn_00152,2025-03-25 11:35:49+00:00,mrc_00046,cus_00969,dev_00139,ins_00705,ip_301b2f8f,5148.37,INR,declined
txn_00153,2025-02-06 06:37:35+00:00,mrc_00099,cus_00980,dev_00327,ins_00276,ip_bbca6bec,11065.38,INR,succeeded
txn_00154,2025-03-13 16:32:46+00:00,mrc_00009,cus_01838,dev_00084,ins_00401,ip_b3612079,1188.58,USD,failed
txn_00155,2025-03-01 00:27:30+00:00,mrc_00068,cus_01939,dev_00203,ins_00759,ip_bf69454f,4667.06,INR,succeeded
txn_00156,2025-01-27 10:14:38+00:00,mrc_00087,cus_01614,dev_00438,ins_00047,ip_9e08bc4f,802.07,INR,succeeded
txn_00157,2025-02-21 22:29:21+00:00,mrc_00013,cus_01305,dev_00425,ins_00519,ip_2ff7cac2,751.25,INR,succeeded
txn_00158,2025-03-26 22:27:24+00:00,mrc_00069,cus_00209,dev_00338,ins_00741,ip_94cb8ad5,1429.16,GBP,succeeded
txn_00159,2025-03-10 06:21:40+00:00,mrc_00049,cus_01830,dev_00453,ins_00277,ip_893f7869,405.57,INR,declined
txn_00160,2025-01-27 23:51:12+00:00,mrc_00088,cus_00268,dev_00339,ins_00885,ip_e72f10aa,1562.98,INR,succeeded
txn_00161,2025-02-27 03:22:35+00:00,mrc_00050,cus_00964,dev_00032,ins_00314,ip_e09eebd4,488.06,INR,succeeded
txn_00162,2025-03-25 12:17:19+00:00,mrc_00089,cus_00140,dev_00152,ins_00454,ip_19b2d2c4,499.13,INR,succeeded
txn_00163,2025-01-26 04:03:31+00:00,mrc_00005,cus_01896,dev_00053,ins_00510,ip_8b1ebe3e,4647.03,GBP,succeeded
txn_00164,2025-03-13 11:24:45+00:00,mrc_00074,cus_00987,dev_00229,ins_00282,ip_f0c48324,1609.48,INR,succeeded
txn_00165,2025-04-27 21:29:27+00:00,mrc_00093,cus_00472,dev_00437,ins_00992,ip_b580fcf0,2230.52,GBP,succeeded
txn_00166,2025-03-11 01:23:26+00:00,mrc_00062,cus_00162,dev_00134,ins_00903,ip_7c0a92bb,626.9,INR,succeeded
txn_00167,2025-02-03 16:06:03+00:00,mrc_00061,cus_00824,dev_00203,ins_00935,ip_ac9651a8,2862.28,INR,succeeded
txn_00168,2025-03-22 07:31:33+00:00,mrc_00005,cus_01448,dev_00440,ins_00773,ip_06eb1d24,9634.41,INR,declined
txn_00169,2025-04-24 13:59:32+00:00,mrc_00088,cus_01990,dev_00153,ins_00629,ip_7f52f7c7,965.84,INR,succeeded
txn_00170,2025-03-19 20:47:05+00:00,mrc_00005,cus_01105,dev_00441,ins_00027,ip_ea2f9458,7470.3,INR,succeeded
txn_00171,2025-03-10 13:57:51+00:00,mrc_00035,cus_01215,dev_00266,ins_00571,ip_72bed45c,9047.77,INR,succeeded
txn_00172,2025-03-15 15:52:41+00:00,mrc_00094,cus_01672,dev_00024,ins_00689,ip_ee633453,20064.41,INR,succeeded
txn_00173,2025-01-09 09:34:20+00:00,mrc_00096,cus_01804,dev_00310,ins_00437,ip_cc64caa9,1984.03,INR,succeeded
txn_00174,2025-01-03 19:57:08+00:00,mrc_00100,cus_00560,dev_00307,ins_00173,ip_f1989060,517.76,USD,succeeded
txn_00175,2025-03-13 09:37:57+00:00,mrc_00049,cus_01984,dev_00291,ins_00807,ip_2538c650,113.78,INR,succeeded
txn_00176,2025-01-24 09:25:19+00:00,mrc_00003,cus_01640,dev_00123,ins_00083,ip_d5b51f33,8815.91,INR,succeeded
txn_00177,2025-04-29 06:22:20+00:00,mrc_00049,cus_01861,dev_00482,ins_00551,ip_369ad96b,428.64,INR,succeeded
txn_00178,2025-02-27 05:02:53+00:00,mrc_00009,cus_00235,dev_00314,ins_00741,ip_4746edf3,1478.53,INR,succeeded
txn_00179,2025-04-11 18:15:49+00:00,mrc_00089,cus_00195,dev_00114,ins_00096,ip_21df1772,385.94,INR,succeeded
txn_00180,2025-03-21 02:03:40+00:00,mrc_00056,cus_01770,dev_00425,ins_00747,ip_4956483f,956.12,INR,succeeded
txn_00181,2025-02-06 10:12:35+00:00,mrc_00044,cus_01346,dev_00058,ins_00503,ip_a4e3b9f2,4033.69,INR,succeeded
txn_00182,2025-04-14 13:49:05+00:00,mrc_00006,cus_00351,dev_00463,ins_00145,ip_53fc1d58,2605.18,GBP,declined
txn_00183,2025-01-12 11:03:27+00:00,mrc_00044,cus_01790,dev_00071,ins_00982,ip_063d737f,7004.43,INR,succeeded
txn_00184,2025-03-25 12:15:22+00:00,mrc_00088,cus_00205,dev_00482,ins_00434,ip_39beaa0e,1041.6,INR,succeeded
txn_00185,2025-02-25 06:03:57+00:00,mrc_00068,cus_01365,dev_00276,ins_00503,ip_2149e465,21175.57,INR,succeeded
txn_00186,2025-03-28 18:23:34+00:00,mrc_00006,cus_00411,dev_00067,ins_00976,ip_e885fa8d,3497.68,INR,declined
txn_00187,2025-01-12 20:14:42+00:00,mrc_00014,cus_00142,dev_00227,ins_00108,ip_c0eec3b4,276.35,USD,succeeded
txn_00188,2025-01-25 06:40:03+00:00,mrc_00043,cus_01613,dev_00434,ins_00868,ip_88e950c9,620.14,INR,succeeded
txn_00189,2025-02-05 17:17:33+00:00,mrc_00009,cus_01695,dev_00347,ins_00868,ip_da0f9eb2,760.58,INR,succeeded
txn_00190,2025-03-09 20:45:30+00:00,mrc_00095,cus_00212,dev_00363,ins_00881,ip_4424e09b,1458.05,USD,succeeded
txn_00191,2025-04-21 04:09:53+00:00,mrc_00065,cus_00187,dev_00100,ins_00914,ip_e83a3963,17081.5,INR,succeeded
txn_00192,2025-04-19 21:52:30+00:00,mrc_00008,cus_01229,dev_00314,ins_00208,ip_c5b1e763,559.58,INR,succeeded
txn_00193,2025-03-20 10:14:03+00:00,mrc_00079,cus_00058,dev_00153,ins_00065,ip_406a84f5,14197.26,INR,succeeded
txn_00194,2025-01-14 15:45:43+00:00,mrc_00038,cus_01493,dev_00056,ins_00220,ip_a0b11d9b,829.79,USD,succeeded
txn_00195,2025-04-05 00:17:58+00:00,mrc_00024,cus_01832,dev_00178,ins_00713,ip_f5a84c0c,3213.79,GBP,succeeded
txn_00196,2025-04-12 22:16:47+00:00,mrc_00059,cus_01503,dev_00442,ins_00812,ip_6117fb5b,381.57,INR,declined
txn_00197,2025-03-06 20:53:04+00:00,mrc_00002,cus_00462,dev_00051,ins_00928,ip_374c36df,804.18,USD,succeeded
txn_00198,2025-01-08 22:48:06+00:00,mrc_00049,cus_00381,dev_00008,ins_00785,ip_ea073eed,157.92,USD,succeeded
